Time,Stock_ID,Volume,Open,High,Low,Close,Foreign_Net_Volume,Domestic_Net_Volume,Net_Margin
2016-01-04,2641,26.0,8.32,8.32,8.2,8.2,0.0,0.0,-12.0
2016-01-05,2641,44.0,8.2,8.25,8.07,8.19,0.0,0.0,0.0
2016-01-06,2641,70.0,8.2,8.2,8.02,8.16,0.0,0.0,-2.0
2016-01-07,2641,83.0,8.16,8.16,8.0,8.11,0.0,0.0,-7.0
2016-01-08,2641,24.0,8.1,8.14,8.01,8.14,0.0,0.0,0.0
2016-01-11,2641,44.0,8.1,8.1,7.9,8.09,0.0,0.0,-5.0
2016-01-12,2641,70.0,8.15,8.15,7.85,8.03,0.0,0.0,10.0
2016-01-13,2641,59.0,8.04,8.04,7.89,8.0,0.0,0.0,7.0
2016-01-14,2641,34.0,7.86,7.98,7.75,7.93,0.0,0.0,-16.0
2016-01-15,2641,517.0,7.99,8.0,7.14,7.15,1.0,0.0,53.0
2016-01-18,2641,70.0,7.14,7.23,7.01,7.18,-1.0,0.0,-6.0
2016-01-19,2641,55.0,7.2,7.2,7.03,7.18,1.0,0.0,4.0
2016-01-20,2641,68.0,7.18,7.21,6.99,7.01,1.0,0.0,-4.0
2016-01-21,2641,28.0,7.14,7.14,7.13,7.13,0.0,0.0,-4.0
2016-01-22,2641,74.0,7.13,7.15,6.98,7.06,-2.0,0.0,3.0
2016-01-25,2641,63.0,7.05,7.1,7.0,7.1,0.0,0.0,5.0
2016-01-26,2641,42.0,7.05,7.1,7.0,7.03,1.0,0.0,-9.0
2016-01-27,2641,76.0,7.03,7.21,7.03,7.08,0.0,0.0,26.0
2016-01-28,2641,80.0,7.08,7.17,7.04,7.11,-1.0,0.0,-23.0
2016-01-29,2641,46.0,7.1,7.16,7.1,7.16,0.0,0.0,0.0
2016-01-30,2641,37.0,7.16,7.17,7.11,7.11,0.0,0.0,0.0
2016-02-01,2641,61.0,7.11,7.11,7.01,7.09,0.0,0.0,-6.0
2016-02-02,2641,52.0,7.0,7.1,7.0,7.09,0.0,0.0,2.0
2016-02-03,2641,44.0,7.1,7.1,7.02,7.07,0.0,0.0,-3.0
2016-02-15,2641,156.0,7.08,7.09,7.01,7.01,0.0,0.0,0.0
2016-02-16,2641,226.0,7.05,7.06,6.99,7.05,0.0,0.0,-2.0
2016-02-17,2641,32.0,7.01,7.25,7.0,7.08,0.0,0.0,-10.0
2016-02-18,2641,350.0,7.14,7.4,7.0,7.01,0.0,0.0,40.0
2016-02-19,2641,26.0,7.01,7.06,7.01,7.06,0.0,0.0,-5.0
2016-02-22,2641,100.0,7.02,7.16,7.02,7.09,0.0,0.0,-17.0
2016-02-23,2641,151.0,7.09,7.1,7.05,7.1,0.0,0.0,6.0
2016-02-24,2641,176.0,7.08,7.13,7.08,7.1,0.0,0.0,5.0
2016-02-25,2641,103.0,7.17,7.2,7.1,7.16,0.0,0.0,-3.0
2016-02-26,2641,201.0,7.22,7.48,7.17,7.28,3.0,0.0,28.0
2016-03-01,2641,85.0,7.28,7.38,7.22,7.29,8.0,0.0,-3.0
2016-03-02,2641,332.0,7.36,7.51,7.29,7.43,-7.0,0.0,84.0
2016-03-03,2641,152.0,7.52,7.7,7.41,7.42,-4.0,0.0,-2.0
2016-03-04,2641,79.0,7.4,7.55,7.32,7.46,0.0,0.0,-1.0
2016-03-07,2641,143.0,7.46,7.55,7.46,7.5,1.0,0.0,17.0
2016-03-08,2641,162.0,7.5,7.61,7.4,7.61,2.0,0.0,2.0
2016-03-09,2641,233.0,7.63,8.13,7.62,7.77,-2.0,0.0,-11.0
2016-03-10,2641,95.0,7.5,7.75,7.5,7.7,1.0,0.0,-18.0
2016-03-11,2641,122.0,7.71,7.77,7.71,7.75,-2.0,0.0,24.0
2016-03-14,2641,234.0,7.8,7.92,7.8,7.85,2.0,0.0,-13.0
2016-03-15,2641,174.0,7.85,7.97,7.7,7.7,-2.0,0.0,12.0
2016-03-16,2641,203.0,7.72,7.95,7.72,7.83,0.0,0.0,-9.0
2016-03-17,2641,122.0,8.0,8.08,7.83,7.84,2.0,0.0,-15.0
