Time,Stock_ID,Volume,Open,High,Low,Close,Foreign_Net_Volume,Domestic_Net_Volume,Net_Margin
2016-01-04,2540,2.0,33.25,33.3,33.25,33.3,0.0,0.0,1.0
2016-01-11,2540,1.0,31.3,31.3,31.3,31.3,0.0,0.0,0.0
2016-01-12,2540,1.0,31.35,31.35,31.35,31.35,0.0,0.0,1.0
2016-01-13,2540,1.5,32.75,32.75,32.75,32.75,0.0,0.0,-1.0
2016-01-19,2540,2.0,31.05,31.3,31.05,31.3,0.0,0.0,1.0
2016-01-20,2540,3.0,34.3,34.3,31.05,31.05,0.0,0.0,2.0
2016-01-21,2540,1.0,30.85,30.85,30.85,30.85,0.0,0.0,0.0
2016-01-22,2540,5.86,32.35,32.35,30.5,31.05,0.0,0.0,3.0
2016-01-25,2540,2.36,30.75,30.8,30.75,30.8,0.0,0.0,-2.0
2016-01-26,2540,3.0,30.4,30.4,30.4,30.4,0.0,0.0,2.0
2016-01-27,2540,5.0,31.9,31.9,30.8,30.8,0.0,0.0,-2.0
2016-01-30,2540,6.35,33.05,33.05,32.8,32.8,0.0,0.0,-1.0
2016-02-02,2540,1.0,31.0,31.0,31.0,31.0,0.0,0.0,1.0
2016-02-03,2540,5.0,30.0,31.5,30.0,31.5,0.0,0.0,2.0
2016-02-15,2540,7.02,31.8,31.8,29.4,29.5,-1.0,0.0,1.0
2016-02-16,2540,3.28,29.0,29.0,29.0,29.0,0.0,0.0,2.0
2016-02-17,2540,2.0,29.0,29.0,29.0,29.0,0.0,0.0,1.0
2016-02-22,2540,2.15,27.55,29.3,27.55,29.3,0.0,0.0,1.0
2016-02-23,2540,2.0,29.0,29.2,29.0,29.2,-1.0,0.0,0.0
2016-02-24,2540,4.09,29.85,29.85,28.8,28.8,-1.0,0.0,0.0
2016-02-26,2540,2.5,28.9,28.9,28.9,28.9,0.0,0.0,1.0
2016-03-01,2540,7.05,27.95,28.05,27.3,28.05,1.0,0.0,1.0
2016-03-02,2540,2.17,28.15,28.15,28.1,28.1,0.0,0.0,0.0
2016-03-03,2540,7.36,28.1,29.05,28.0,29.05,0.0,0.0,1.0
2016-03-04,2540,2.0,29.15,29.15,28.5,28.5,0.0,0.0,2.0
2016-03-07,2540,4.2,28.55,28.55,28.5,28.5,-3.0,0.0,3.0
2016-03-08,2540,5.03,28.7,28.7,28.7,28.7,0.0,0.0,5.0
2016-03-09,2540,7.0,28.5,28.5,27.9,27.9,-2.0,0.0,4.0
2016-03-10,2540,3.22,27.9,27.9,27.55,27.55,0.0,0.0,1.0
2016-03-11,2540,4.03,27.5,27.9,27.5,27.9,0.0,0.0,-2.0
2016-03-14,2540,6.28,28.0,28.0,28.0,28.0,0.0,0.0,6.0
2016-03-17,2540,3.0,26.2,28.3,26.2,28.3,-1.0,0.0,1.0
2016-03-22,2540,7.26,28.45,28.45,26.5,26.5,0.0,0.0,1.0
2016-03-23,2540,6.5,26.95,26.95,26.3,26.3,-1.0,0.0,-1.0
2016-03-25,2540,47.39,27.2,28.5,26.3,28.45,-9.0,0.0,7.0
2016-03-28,2540,18.1,28.6,30.45,28.6,30.3,-1.0,0.0,-2.0
2016-03-29,2540,31.29,30.35,30.85,29.4,30.85,-5.0,0.0,-5.0
2016-03-30,2540,11.74,30.25,31.25,29.95,31.25,2.0,0.0,-3.0
2016-03-31,2540,4.05,30.7,31.45,30.7,31.45,2.0,0.0,1.0
