Code,Name,Market,Market_Value,產業別,Main_Type,Sub_Type,Issue_amount,相關產業
2314,台揚,市,49.7,通信網路業,Electronic,Communications,22.8,無線通訊設備
2316,楠梓電,市,55,電子零組件業,Electronic,Components,18.3,"IC載板製造,基板組裝加工及相關製造"
2317,鴻海,市,10300,其他電子業,Electronic,Others,1386,"大功率鋰電池芯及模組及動力馬達零組件,通信網路設備,無線通訊設備,連接器設計組裝及製造,電腦主機板,電腦機殼,筆記型電腦,桌上型電腦,伺服器,其他電腦及週邊設備,光學鏡片頭,電腦模具,印表機及傳真機及掃瞄器及多功能事務機及投影機,安全監控系統"
2321,東訊,市,2.17,通信網路業,Electronic,Communications,31.5,"光通訊設備,無線通訊設備,有線通訊設備"
2323,中環,市,88.8,光電業,Electronic,Opto,116,觸控面板感測器及製造
2324,仁寶,市,833,電腦及週邊設備業,Electronic,Computers,441,"筆記型電腦,平面顯示器成品"
2327,國巨,市,1607,電子零組件業,Electronic,Components,49.4,"被動元件電阻器,被動元件電容器,被動元件電感器,被動元件濾波振盪器"
2328,廣宇,市,86.6,電子零組件業,Electronic,Components,51.8,"銅箔基板,IC載板製造,基板組裝加工及相關製造,電腦連接線"
2329,華泰,市,56.6,半導體業,Electronic,Semi,55.7,下游IC封裝測試
2330,台積電,市,109945,半導體業,Electronic,Semi,2593,晶圓製造
2331,精英,市,69.4,電腦及週邊設備業,Electronic,Computers,55.7,"電腦主機板,筆記型電腦,桌上型電腦,其他電腦及週邊設備"
2332,友訊,市,112,通信網路業,Electronic,Communications,65.2,通信網路設備
2337,旺宏,市,539,半導體業,Electronic,Semi,186,Flash及ROM記憶體
2338,光罩,市,67.1,半導體業,Electronic,Semi,25.3,IC及晶圓製造光罩
2340,光磊,市,83.7,光電業,Electronic,Opto,37.9,LED光源及磊晶
2342,茂矽,市,43.1,半導體業,Electronic,Semi,15.6,"其他IC及二極體製造,MOSFET,車用IC"
2344,華邦電,市,488,半導體業,Electronic,Semi,398,"半導體_記憶體IC,DRAM製造,Flash及ROM記憶體"
2345,智邦,市,1183,通信網路業,Electronic,Communications,55.9,通信網路設備
2347,聯強,市,680,電子通路業,Electronic,Distribution,167,IC通路
2348,海悅,市,80.8,其他業,Others,Others,8.75,"掃描器,DRAM模組,電腦周邊產品"
2349,錸德,市,39.1,光電業,Electronic,Opto,128,光碟片
2351,順德,市,100,半導體業,Electronic,Semi,18.2,IC封裝測試導線架
2352,佳世達,市,356,電腦及週邊設備業,Electronic,Computers,197,"印表機及傳真機及掃瞄器及多功能事務機及投影機,平面顯示器成品"
2353,宏碁,市,738,電腦及週邊設備業,Electronic,Computers,307,"筆記型電腦,桌上型電腦,伺服器,其他電腦及週邊設備,印表機及傳真機及掃瞄器及多功能事務機及投影機"
2354,鴻準,市,713,其他電子業,Electronic,Others,141,"電腦機殼,電腦散熱模組,電腦模具"
2355,敬鵬,市,105,電子零組件業,Electronic,Components,39.7,IC載板製造
2356,英業達,市,789,電腦及週邊設備業,Electronic,Computers,359,筆記型電腦
2357,華碩,市,1831,電腦及週邊設備業,Electronic,Computers,74.3,"大功率鋰電池芯及模組及動力馬達零組件,通信網路設備,無線通訊設備,電腦主機板,電腦網路卡,電腦輸出入模組及介面卡,電腦顯示卡,電腦硬碟機,電腦光碟機,電腦磁碟儲存系統,電腦BIOS嵌入式軟體,筆記型電腦,桌上型電腦,精簡型電腦,伺服器,其他電腦及週邊設備,隨身碟、記憶卡讀卡機,印表機及傳真機及掃瞄器及多功能事務機及投影機,平面顯示器成品,觸控面板成品"
2358,廷鑫,市,14.4,其他業,Others,Others,9.46,其他
2359,所羅門,市,30.9,其他電子業,Electronic,Others,17.1,其他電子
2360,致茂,市,635,其他電子業,Electronic,Others,42.1,"IC及晶圓製造生產製程及檢測設備,IC封裝測試生產製程及檢測設備,LED生產製程檢測設備及原物料,電腦電源供應器,平面顯示器生產製程及檢測設備,系統整合服務"
2362,藍天,市,195,電腦及週邊設備業,Electronic,Computers,67,筆記型電腦
2363,矽統,市,57.1,半導體業,Electronic,Semi,55.4,"面板晶片,電腦硬碟機"
2364,倫飛,市,10.9,電腦及週邊設備業,Electronic,Computers,19.6,"筆記型電腦,工業電腦,精簡型電腦,其他電腦及週邊設備"
2365,昆盈,市,22.4,電腦及週邊設備業,Electronic,Computers,23.5,其他電腦及週邊設備
2367,燿華,市,126,電子零組件業,Electronic,Components,61.9,IC載板製造
2368,金像電,市,240,電子零組件業,Electronic,Components,54.6,IC載板製造
2369,菱生,市,39.3,半導體業,Electronic,Semi,38,下游IC封裝測試
2371,大同,市,356,電機機械,Traditional,Machinery,234,"鋰電池材料,LED封裝及模組,LED燈具及應用,太陽能產業矽晶圓及矽晶片,太陽能發電設備及系統及系統工程,醫療器材代理,被動元件電阻器,通信網路設備,有線通訊設備,其他電腦及週邊設備,印表機及傳真機及掃瞄器及多功能事務機及投影機,安全監控系統,背光模組,平面顯示器光學零件,平面顯示器其他零組件,平面顯示器面板,平面顯示器模組,平面顯示器成品,電機鋼鑄鐵元件,機械設備之沖壓零組件,冷凍空調設備及零件,機電系統工程,應用及系統軟體設計開發,系統整合服務,資料處理服務,資訊通路經銷,營造上游工程,營造物業管理,貿易百貨_製造商,貿易百貨_代理經銷商,貿易百貨_零售通路"
2373,震旦行,市,199,其他電子業,Electronic,Others,23.6,"資訊通路,電腦周邊產品,辦公室自動化"
2374,佳能,市,35.7,光電業,Electronic,Opto,28.2,光學鏡片頭
2375,凱美,市,50.8,電子零組件業,Electronic,Components,13.6,被動元件電容器
2376,技嘉,市,479,電腦及週邊設備業,Electronic,Computers,63.6,"電腦主機板,電腦顯示卡,伺服器,其他電腦及週邊設備"
2377,微星,市,1081,電腦及週邊設備業,Electronic,Computers,84.5,"電腦主機板,電腦輸出入模組及介面卡,電腦顯示卡,筆記型電腦,桌上型電腦,工業電腦,伺服器,其他電腦及週邊設備"
2379,瑞昱,市,1795,半導體業,Electronic,Semi,51.1,網路通訊IC設計
2380,虹光,市,12.5,電腦及週邊設備業,Electronic,Computers,17.9,印表機及傳真機及掃瞄器及多功能事務機及投影機
2382,廣達,市,2835,電腦及週邊設備業,Electronic,Computers,386,筆記型電腦
2383,台光電,市,469,電子零組件業,Electronic,Components,32.5,銅箔基板
2385,群光,市,621,電子零組件業,Electronic,Components,73.9,電腦電源供應器
2387,精元,市,128,電腦及週邊設備業,Electronic,Computers,19.6,電腦周邊產品
2388,威盛,市,175,半導體業,Electronic,Semi,49.3,"車用晶片,電腦晶片組,電腦主機板"
2390,云辰,市,33.7,其他電子業,Electronic,Others,21.4,"LED發光二極體,消費性電子產品,軟體業,資訊服務"
2392,正崴,市,211,電子零組件業,Electronic,Components,51.2,"大功率鋰電池芯及模組及動力馬達零組件,通信網路線材,連接器設計組裝及製造,電腦連接線,平面顯示器其他零組件"
2393,億光,市,157,光電業,Electronic,Opto,44.3,"LED封裝及模組,LED燈具及應用,背光源及發光二極體,平面顯示器模組"
2395,研華,市,2152,電腦及週邊設備業,Electronic,Computers,77.1,工業電腦
2397,友通,市,75.6,電腦及週邊設備業,Electronic,Computers,11.5,工業電腦
2399,映泰,市,19.1,電腦及週邊設備業,Electronic,Computers,17.8,電腦主機板
2401,凌陽,市,79.6,半導體業,Electronic,Semi,59.2,"半導體_IP及IC設計代工服務,消費性IC設計,輸出入介面IC設計,車用IC"
2402,毅嘉,市,48.9,電子零組件業,Electronic,Components,30.8,IC載板製造
2404,漢唐,市,365,其他電子業,Electronic,Others,19.1,其他電子
2405,浩鑫,市,30.7,電腦及週邊設備業,Electronic,Computers,34.3,"筆記型電腦,桌上型電腦,工業電腦,其他電腦及週邊設備"
2406,國碩,市,51.5,光電業,Electronic,Opto,28.6,太陽能產業矽晶圓及矽晶片
2408,南亞科,市,1624,半導體業,Electronic,Semi,307,DRAM製造
2409,友達,市,1035,光電業,Electronic,Opto,962,平面顯示器面板
2412,中華電,市,8339,通信網路業,Electronic,Communications,776,電信服務業
2413,環科,市,18.4,電子零組件業,Electronic,Components,12.7,"被動元件電容器,光通訊設備,電腦電源供應器"
2414,精技,市,39.1,電子通路業,Electronic,Distribution,16.2,資訊通路
2415,錩新,市,11.8,電子零組件業,Electronic,Components,8,鋼鐵成品-金屬製品
2417,圓剛,市,114,電腦及週邊設備業,Electronic,Computers,19.3,"電腦顯示卡,其他電腦及週邊設備,多功能視訊卡,安全監控系統"
2419,仲琦,市,65.1,通信網路業,Electronic,Communications,32.9,通信網路設備
2420,新巨,市,47.2,電子零組件業,Electronic,Components,15.3,"電腦電源供應器,其他電腦及週邊設備"
2421,建準,市,150,電子零組件業,Electronic,Components,25.1,"大功率鋰電池芯及模組及動力馬達零組件,LED燈具及應用,醫療器材料,電腦散熱模組,平面顯示器其他零組件,輸送機械及零配件,車用機械傳動設備及零配件"
2423,固緯,市,31.8,其他電子業,Electronic,Others,14.5,其他電子
2424,隴華,市,4.42,電腦及週邊設備業,Electronic,Computers,3,"無線通訊設備,安全監控系統,建設業"
2425,承啟,市,24.9,電腦及週邊設備業,Electronic,Computers,10.1,"電腦主機板,電腦機殼,電腦電源供應器,電腦顯示卡"
2426,鼎元,市,44,光電業,Electronic,Opto,30.1,"LED生產製程檢測設備及原物料,LED燈具及應用,精簡型電腦"
2427,三商電,市,19.1,資訊服務業,Electronic,Service,18.4,"應用及系統軟體設計開發,系統整合服務,資料處理服務"
2428,興勤,市,125,電子零組件業,Electronic,Components,12.8,被動元件電阻器
2429,銘旺科,市,6.17,電子零組件業,Electronic,Components,3.67,IC載板製造
2430,燦坤,市,30.3,電子通路業,Electronic,Distribution,16.6,"筆記型電腦,桌上型電腦,精簡型電腦,伺服器,其他電腦及週邊設備,印表機及傳真機及掃瞄器及多功能事務機及投影機,貿易百貨_零售通路"
2431,聯昌,市,10.3,電子零組件業,Electronic,Components,11.1,電腦電源供應器
2433,互盛電,市,68.8,其他電子業,Electronic,Others,14.4,"資訊通路,辦公室自動化"
2434,統懋,市,4.32,半導體業,Electronic,Semi,1.7,太陽能產業矽晶圓及矽晶片
2436,偉詮電,市,51.9,半導體業,Electronic,Semi,17.8,"半導體_微控制器IC,電源管理IC設計,IC通路"
2438,翔耀,市,6.37,光電業,Electronic,Opto,9.52,"IC及晶圓製造光罩,LED燈具及應用"
2439,美律,市,301,通信網路業,Electronic,Communications,20.9,"能源元件電池模組,無線通訊設備"
2440,太空梭,市,16.2,電子零組件業,Electronic,Components,13.9,電腦連接線
2441,超豐,市,277,半導體業,Electronic,Semi,56.9,下游IC封裝測試
2442,新美齊,市,26.7,電腦及週邊設備業,Electronic,Computers,26.7,其他電腦及週邊設備
2443,億麗,市,8.51,其他業,Others,Others,14.6,"消費性電子產品,光碟片"
2444,兆勁,市,14.5,通信網路業,Electronic,Communications,10.6,消費性電子產品
2449,京元電子,市,373,半導體業,Electronic,Semi,122,下游IC封裝測試
2450,神腦,市,72.8,通信網路業,Electronic,Communications,25.8,無線通訊設備
2451,創見,市,272,半導體業,Electronic,Semi,42.9,"IC模組,電腦記憶體,隨身碟及記憶卡及讀卡機"
2453,凌群,市,16.1,資訊服務業,Electronic,Service,10,"應用及系統軟體設計開發,系統整合服務,資料處理服務"
2454,聯發科,市,9294,半導體業,Electronic,Semi,159,"消費性IC設計,網路通訊IC設計,平面顯示器控制IC設計"
2455,全新,市,140,通信網路業,Electronic,Communications,18.5,晶圓製造
2456,奇力新,市,234,電子零組件業,Electronic,Components,25.5,"被動元件上游材料,被動元件電感器"
2457,飛宏,市,32.9,電子零組件業,Electronic,Components,33.8,電腦電源供應器
2458,義隆,市,439,半導體業,Electronic,Semi,30.4,"半導體_微控制器IC,觸控面板其他原材料,平面顯示器控制IC設計"
2459,敦吉,市,43.1,電子通路業,Electronic,Distribution,10.6,"IC通路,大功率鋰電池芯及模組及動力馬達零組件,醫療器材料,連接器設計組裝及製造,電腦模具,平面顯示器其他零組件,電機電控元件,機械設備之沖壓零組件,汽車配件"
2460,建通,市,21.1,電子零組件業,Electronic,Components,16.9,連接器設計組裝及製造
2461,光群雷,市,24.6,其他電子業,Electronic,Others,15.9,其他電子
2462,良得電,市,34.9,電子零組件業,Electronic,Components,14.2,連接器設計組裝及製造
2464,盟立,市,78.4,其他電子業,Electronic,Others,19.6,"其他電腦及週邊設備,輸送機械及零配件,機電系統工程"
2465,麗臺,市,7.77,電腦及週邊設備業,Electronic,Computers,5.36,"線上遊戲營運發行,生物檢測,電腦顯示卡,精簡型電腦"
2466,冠西電,市,46.7,光電業,Electronic,Opto,15.6,"通信網路元件,環保潔能服務產業"
2467,志聖,市,40.4,電子零組件業,Electronic,Components,14.9,電子零組件
2468,華經,市,9.09,資訊服務業,Electronic,Service,7,"應用及系統軟體設計開發,系統整合服務,資料處理服務"
2471,資通,市,9.36,資訊服務業,Electronic,Service,4.73,"應用及系統軟體設計開發,系統整合服務,資料處理服務"
2472,立隆電,市,64.4,電子零組件業,Electronic,Components,12.9,被動元件電容器
2474,可成,市,1340,其他電子業,Electronic,Others,76.2,"通信網路機殼,電腦機殼"
2476,鉅祥,市,34.8,電子零組件業,Electronic,Components,18.5,"醫療器材料,通信網路元件,通信網路機殼,連接器材料,平面顯示器其他零組件"
2477,美隆電,市,42.8,其他電子業,Electronic,Others,19.8,其他電子
2478,大毅,市,91.5,電子零組件業,Electronic,Components,14.5,"被動元件電阻器,通信網路元件,平面顯示器其他零組件"
2480,敦陽科,市,65.2,資訊服務業,Electronic,Service,10.6,"應用及系統軟體設計開發,系統整合服務,資料處理服務"
2481,強茂,市,116,半導體業,Electronic,Semi,33.3,"MOSFET,車用IC"
2482,連宇,市,6.42,其他電子業,Electronic,Others,6.21,電腦周邊產品
2483,百容,市,20.4,電子零組件業,Electronic,Components,10.9,"IC封裝測試導線架,大功率鋰電池芯及模組及動力馬達零組件,LED燈具及應用,體溫血壓計,通信網路設備,光通訊設備,無線通訊設備,有線通訊設備,連接器設計組裝及製造,電腦主機板,電腦電源供應器,筆記型電腦,工業電腦,精簡型電腦,其他電腦及週邊設備,光學鏡片頭,電腦連接線,電腦模具,印表機及傳真機及掃瞄器及多功能事務機及投影機,安全監控系統,平面顯示器其他零組件,電機鋼鑄鐵元件,電機電控元件"
2484,希華,市,32.3,電子零組件業,Electronic,Components,15.9,被動元件濾波振盪器
2485,兆赫,市,55.6,通信網路業,Electronic,Communications,31.8,"通信網路設備,光通訊設備,無線通訊設備,平面顯示器模組"
2486,一詮,市,21.9,光電業,Electronic,Opto,20.2,背光源及發光二極體
2488,漢平,市,22.2,其他電子業,Electronic,Others,8,其他電子
2489,瑞軒,市,77.9,光電業,Electronic,Opto,80.9,平面顯示器成品
2491,吉祥全,市,7.06,光電業,Electronic,Opto,8.2,光碟片
2492,華新科,市,709,電子零組件業,Electronic,Components,48.6,"被動元件上游材料,被動元件電阻器,被動元件電容器,被動元件電感器,被動元件濾波振盪器"
2493,揚博,市,36.7,電子零組件業,Electronic,Components,11.4,"IC及晶圓製造化學品,PCB生產製程及檢測設備"
2495,普安,市,33,其他電子業,Electronic,Others,27.4,電腦磁碟儲存系統
2496,卓越,市,11.3,其他業,Others,Others,1.92,光通訊設備
2497,怡利電,市,19,汽車工業,Traditional,Cars,11.9,汽車配件
2498,宏達電,市,232,通信網路業,Electronic,Communications,81.9,無線通訊設備
2501,國建,市,224,建材營造業,Traditional,Construction,116,建設業
2504,國產,市,271,建材營造業,Traditional,Construction,138,"水泥_預拌混凝土,建材原料"
2505,國揚,市,164,建材營造業,Traditional,Construction,69.7,建設業
2506,太設,市,36,建材營造業,Traditional,Construction,38.7,建設業
2509,全坤建,市,433,建材營造業,Traditional,Construction,22.5,建設業
2511,太子,市,168,建材營造業,Traditional,Construction,162,"營造業,建設業,工程承攬,營造物業管理"
2514,龍邦,市,54.9,其他業,Others,Others,39.5,建設業
2515,中工,市,114,建材營造業,Traditional,Construction,153,"營造業,建設業"
2516,新建,市,11.8,建材營造業,Traditional,Construction,22.6,營造業
2520,冠德,市,192,建材營造業,Traditional,Construction,50.4,建設業
2524,京城,市,142,建材營造業,Traditional,Construction,37.5,建設業
2527,宏璟,市,48.8,建材營造業,Traditional,Construction,27,"建設業,工程承攬"
2528,皇普,市,64.6,建材營造業,Traditional,Construction,27.7,建設業
2530,華建,市,41.3,建材營造業,Traditional,Construction,27.1,建設業
2534,宏盛,市,104,建材營造業,Traditional,Construction,59.3,建設業
2535,達欣工,市,77.4,建材營造業,Traditional,Construction,31.9,"營造業,建設業,工程承攬"
2536,宏普,市,77.9,建材營造業,Traditional,Construction,33.3,建設業
2537,聯上發,市,32.3,建材營造業,Traditional,Construction,30.1,建設業
2538,基泰,市,43,建材營造業,Traditional,Construction,43.8,建設業
2539,櫻花建,市,169,建材營造業,Traditional,Construction,55.7,建設業
2540,愛山林,市,94.8,建材營造業,Traditional,Construction,14.7,"營造業,建設業"
2542,興富發,市,484,建材營造業,Traditional,Construction,117,建設業
2543,皇昌,市,16.7,建材營造業,Traditional,Construction,24.2,營造業
2545,皇翔,市,125,建材營造業,Traditional,Construction,32.8,建設業
2546,根基,市,51,建材營造業,Traditional,Construction,10.6,營造業
2547,日勝生,市,90.9,建材營造業,Traditional,Construction,90,建設業
2548,華固,市,238,建材營造業,Traditional,Construction,27.7,"營造業,建設業"
2597,潤弘,市,80.1,建材營造業,Traditional,Construction,13.5,"水泥_預拌混凝土,營造上游工程,營造業"
2601,益航,市,60.2,航運業,Others,Shipping,63.1,"航運_散裝航運,貿易百貨_零售通路"
2603,長榮,市,741,航運業,Others,Shipping,481,航運_貨櫃航運
2605,新興,市,82.8,航運業,Others,Shipping,58.5,航運_散裝航運
2606,裕民,市,241,航運業,Others,Shipping,84.5,航運_散裝航運
2607,榮運,市,143,航運業,Others,Shipping,107,"航運_貨運承攬,航運_貨櫃陸運倉儲"
2608,嘉里大榮,市,177,航運業,Others,Shipping,46.7,航運_貨運承攬
2609,陽明,市,254,航運業,Others,Shipping,260,航運_貨櫃航運
2610,華航,市,439,航運業,Others,Shipping,542,航運_大眾運輸
2611,志信,市,11.9,航運業,Others,Shipping,17.3,航運_貨櫃陸運倉儲
2612,中航,市,48.8,航運業,Others,Shipping,19.7,"航運_散裝航運,航運_貨運承攬,航運_貨櫃陸運倉儲"
2613,中櫃,市,21.3,航運業,Others,Shipping,14.8,"航運_貨櫃陸運倉儲,航運_貨運承攬"
2614,東森,市,85.5,航運業,Others,Shipping,55.7,"航運_散裝航運,貿易百貨_零售通路"
2615,萬海,市,454,航運業,Others,Shipping,222,航運_貨櫃航運
2616,山隆,市,40.6,油電燃氣業,Traditional,Gas,13.7,油電_加油站
2617,台航,市,68.2,航運業,Others,Shipping,41.7,航運_散裝航運
2618,長榮航,市,522,航運業,Others,Shipping,485,航運_大眾運輸
2630,亞航,市,19,航運業,Others,Shipping,12,航運_船隻與零件維修
2633,台灣高鐵,市,1731,航運業,Others,Shipping,563,航運_大眾運輸
2634,漢翔,市,264,航運業,Others,Shipping,94.2,航運_船隻與零件維修
2636,台驊投控,市,39.1,航運業,Others,Shipping,11.7,航運_貨運承攬
2637,慧洋-KY,市,161,航運業,Others,Shipping,74.6,航運_散裝航運
2642,宅配通,市,30.6,航運業,Others,Shipping,9.55,航運_貨運承攬
2701,萬企,市,52.2,觀光事業,Others,Tourism,45,觀光_娛樂服務業
2702,華園,市,16.7,觀光事業,Others,Tourism,11,觀光_旅館服務業
2704,國賓,市,105,觀光事業,Others,Tourism,36.7,觀光_旅館服務業
2705,六福,市,33.4,觀光事業,Others,Tourism,18.7,"觀光_娛樂服務業,觀光_旅館服務業,觀光_餐飲連鎖"
2706,第一店,市,64.2,觀光事業,Others,Tourism,50,觀光_旅館服務業
2707,晶華,市,166,觀光事業,Others,Tourism,12.7,觀光_旅館服務業
2712,遠雄來,市,49.4,觀光事業,Others,Tourism,10.5,觀光_旅館服務業
2722,夏都,市,30.2,觀光事業,Others,Tourism,11.2,觀光_旅館服務業
2723,美食-KY,市,180,觀光事業,Others,Tourism,18,觀光_餐飲連鎖
2727,王品,市,56.6,觀光事業,Others,Tourism,7.7,觀光_餐飲連鎖
2731,雄獅,市,45.8,觀光事業,Others,Tourism,7,觀光_旅遊服務業
2739,寒舍,市,25.1,觀光事業,Others,Tourism,11.2,觀光_旅館服務業
2748,雲品,市,26.1,觀光事業,Others,Tourism,6.56,觀光_旅館服務業
2801,彰銀,市,1781,金融業,Finance,Banking,1038,金融_銀行
2809,京城銀,市,412,金融業,Finance,Banking,112,金融_銀行
2812,台中銀,市,412,金融業,Finance,Banking,390,金融_銀行
2816,旺旺保,市,39.2,金融業,Finance,Insurance,21.3,金融_保險
2820,華票,市,194,金融業,Finance,Banking,134,金融_銀行
2823,中壽,市,868,金融業,Finance,Insurance,446,金融_保險
2832,台產,市,70.8,金融業,Finance,Insurance,36.2,金融_保險
2834,臺企銀,市,699,金融業,Finance,Banking,749,金融_銀行
2836,高雄銀,市,107,金融業,Finance,Banking,108,金融_銀行
2838,聯邦銀,市,308,金融業,Finance,Banking,309,金融_銀行
2841,台開,市,53.7,建材營造業,Traditional,Construction,76.1,"建設業,觀光_娛樂服務業"
2845,遠東銀,市,348,金融業,Finance,Banking,336,金融_銀行
2849,安泰銀,市,281,金融業,Finance,Banking,196,金融_銀行
2850,新產,市,109,金融業,Finance,Insurance,31.6,金融_保險
2851,中再保,市,118,金融業,Finance,Insurance,59,金融_保險
2852,第一保,市,38.2,金融業,Finance,Insurance,30.1,金融_保險
2855,統一證,市,213,金融業,Finance,Security,140,金融_證券期貨
2867,三商壽,市,211,金融業,Finance,Insurance,237,金融_保險
2880,華南金,市,2250,金融業,Finance,Holdings,1285,"金融_保險,金融_銀行"
2881,富邦金,市,4175,金融業,Finance,Holdings,1023,"金融_保險,金融_銀行"
2882,國泰金,市,5017,金融業,Finance,Holdings,1317,"金融_保險,金融_銀行"
2883,開發金,市,1247,金融業,Finance,Holdings,1497,"金融_保險,金融_銀行"
2884,玉山金,市,3179,金融業,Finance,Banking,1257,金融_銀行
2885,元大金,市,2100,金融業,Finance,Holdings,1214,"金融_保險,金融_銀行"
2886,兆豐金,市,3733,金融業,Finance,Banking,1360,金融_銀行
2887,台新金,市,1363,金融業,Finance,Holdings,1091,"金融_保險,金融_銀行"
2888,新光金,市,1027,金融業,Finance,Holdings,1302,"金融_保險,金融_銀行"
2889,國票金,市,330,金融業,Finance,Banking,290,金融_銀行
2890,永豐金,市,1195,金融業,Finance,Banking,1128,金融_銀行
2891,中信金,市,3431,金融業,Finance,Holdings,1950,"金融_保險,金融_銀行"
2892,第一金,市,2586,金融業,Finance,Holdings,1284,"金融_保險,金融_銀行"
2897,王道銀行,市,162,金融業,Finance,Banking,241,金融_銀行
2901,欣欣,市,17.2,貿易百貨業,Others,Department,7.3,貿易百貨_零售通路
2903,遠百,市,347,貿易百貨業,Others,Department,142,貿易百貨_零售通路
2904,匯僑,市,16.5,其他業,Others,Others,6.9,其他
2905,三商,市,194,金融業,Finance,Insurance,90.9,"金融_保險,貿易百貨_零售通路"
2906,高林,市,28.5,貿易百貨業,Others,Department,20.9,"專用機械,醫療器材料"
2908,特力,市,119,貿易百貨業,Others,Department,51,"貿易百貨_代理經銷商,貿易百貨_零售通路"
2910,統領,市,64.3,貿易百貨業,Others,Department,20.9,"建設業,貿易百貨_代理經銷商"
2911,麗嬰房,市,12.3,貿易百貨業,Others,Department,18.5,貿易百貨_零售通路
2912,統一超,市,2687,貿易百貨業,Others,Department,104,貿易百貨_零售通路
2913,農林,市,129,貿易百貨業,Others,Department,79,"食品_原物料,工程承攬,貿易百貨_代理經銷商,貿易百貨_零售通路"
2915,潤泰全,市,365,貿易百貨業,Others,Department,56.5,"貿易百貨_代理經銷商,貿易百貨_零售通路"
2923,鼎固-KY,市,395,建材營造業,Traditional,Construction,174,"建設業,營造物業管理"
2929,淘帝-KY,市,31.5,貿易百貨業,Others,Department,9.5,"紡織_成衣及其它家居紡織類品,貿易百貨_製造商"
2936,客思達-KY,市,15.1,貿易百貨業,Others,Department,7.66,"貿易百貨_代理經銷商,貿易百貨_零售通路"
2939,凱羿-KY,市,51.7,貿易百貨業,Others,Department,4.57,貿易百貨_代理經銷商
3002,歐格,市,11,電腦及週邊設備業,Electronic,Computers,10.2,"通信網路設備,工業電腦,其他電腦及週邊設備,安全監控系統"
3003,健和興,市,60.1,電子零組件業,Electronic,Components,15.6,連接器設計組裝及製造
3004,豐達科,市,26.1,鋼鐵工業,Traditional,Steel,5.26,鋼鐵成品-螺絲螺帽
3005,神基,市,263,電腦及週邊設備業,Electronic,Computers,58.4,"電腦機殼,筆記型電腦"
3006,晶豪科,市,102,半導體業,Electronic,Semi,28.6,"晶圓製造,DRAM製造,Flash及ROM記憶體"
3008,大立光,市,4500,光電業,Electronic,Opto,13.4,光學鏡片頭
3010,華立,市,128,電子通路業,Electronic,Distribution,23.1,"IC及晶圓製造化學品,IC通路,太陽能產業矽晶圓及矽晶片,連接器材料,平面顯示器化學品用料,平面顯示器其他零組件"
3011,今皓,市,7.52,電子零組件業,Electronic,Components,11.3,"通信網路線材,連接器設計組裝及製造,電腦連接線"
3013,晟銘電,市,19.8,電腦及週邊設備業,Electronic,Computers,15.6,電腦機殼
3014,聯陽,市,109,半導體業,Electronic,Semi,16.1,"電源管理IC設計,網路通訊IC設計,輸出入介面IC設計,平面顯示器控制IC設計"
3015,全漢,市,57.4,電子零組件業,Electronic,Components,18.7,電腦電源供應器
3016,嘉晶,市,180,半導體業,Electronic,Semi,27.4,"晶圓製造,MOSFET"
3017,奇鋐,市,230,電腦及週邊設備業,Electronic,Computers,35.3,電腦散熱模組
3018,同開,市,16.4,其他電子業,Electronic,Others,7.35,"機電系統工程,營造上游工程"
3019,亞光,市,175,光電業,Electronic,Opto,28.1,"光學鏡片頭,印表機及傳真機及掃瞄器及多功能事務機及投影機"
3021,鴻名,市,13.8,電子零組件業,Electronic,Components,9.4,"連接器設計組裝及製造,系統整合服務"
3022,威強電,市,73.9,電腦及週邊設備業,Electronic,Computers,17.7,"電腦主機板,工業電腦,其他電腦及週邊設備"
3023,信邦,市,410,電子零組件業,Electronic,Components,23.3,"大功率鋰電池芯及模組及動力馬達零組件,LED燈具及應用,太陽能發電設備及系統及系統工程,通信網路線材,連接器設計組裝及製造,電腦連接線,平面顯示器其他零組件"
3024,憶聲,市,31.5,光電業,Electronic,Opto,27.7,"電腦顯示器模組,平面顯示器模組,平面顯示器成品,貿易百貨_零售通路"
3025,星通,市,13.5,通信網路業,Electronic,Communications,7.09,通信網路設備
3026,禾伸堂,市,154,電子零組件業,Electronic,Components,15.8,"IC通路,LED封裝及模組,LED燈具及應用,能源元件電池模組,被動元件電阻器,被動元件電容器,被動元件電感器,被動元件濾波振盪器,通信網路元件,電腦電池"
3027,盛達,市,20.2,通信網路業,Electronic,Communications,9.89,"通信網路設備,光通訊設備,無線通訊設備"
3028,增你強,市,42.8,電子通路業,Electronic,Distribution,21.4,"IC通路,隨身碟、記憶卡讀卡機"
3029,零壹,市,46.9,資訊服務業,Electronic,Service,12.5,"系統整合服務,資料處理服務"
3030,德律,市,132,其他電子業,Electronic,Others,23.6,"IC及晶圓製造生產製程及檢測設備,基板組裝加工及相關製造"
3031,佰鴻,市,24.7,光電業,Electronic,Opto,18.2,"LED封裝及模組,LED燈具及應用"
3032,偉訓,市,45.3,電子零組件業,Electronic,Components,11.3,"電腦機殼,電腦電源供應器"
3033,威健,市,63.1,電子通路業,Electronic,Distribution,36.8,"IC通路,製藥原材料,中西藥原料藥,中西藥製劑,藥品代理銷售及通路,醫療院所,醫療耗材,生物檢測,醫療器材代理"
3034,聯詠,市,1482,半導體業,Electronic,Semi,60.9,平面顯示器驅動IC
