Time,Stock_ID,Volume,Open,High,Low,Close,Foreign_Net_Volume,Domestic_Net_Volume,Net_Margin
2016-01-04,9918,8.1,33.0,33.0,31.55,31.6,1.0,0.0,1.0
2016-01-05,9918,3.01,31.5,31.55,31.5,31.55,0.0,0.0,1.0
2016-01-06,9918,2.0,31.6,31.6,31.3,31.3,0.0,0.0,1.0
2016-01-08,9918,2.09,31.4,31.4,31.3,31.3,-1.0,0.0,0.0
2016-01-11,9918,27.27,31.0,31.0,30.0,30.15,-24.0,0.0,-1.0
2016-01-12,9918,26.22,30.5,31.4,30.5,31.0,-9.0,0.0,-1.0
2016-01-13,9918,3.01,31.0,31.0,30.9,30.9,0.0,0.0,0.0
2016-01-14,9918,3.02,30.85,30.85,30.8,30.8,-1.0,0.0,1.0
2016-01-15,9918,2.03,31.0,31.0,31.0,31.0,0.0,0.0,0.0
2016-01-18,9918,2.0,31.0,31.0,31.0,31.0,-2.0,0.0,0.0
2016-01-19,9918,3.05,31.0,31.0,31.0,31.0,-1.0,0.0,0.0
2016-01-20,9918,3.06,31.4,31.4,31.0,31.0,0.0,0.0,-1.0
2016-01-21,9918,3.0,31.0,31.0,30.9,30.9,0.0,0.0,0.0
2016-01-22,9918,2.0,31.0,31.0,30.9,30.9,0.0,0.0,0.0
2016-01-25,9918,4.0,30.9,30.9,30.9,30.9,0.0,0.0,0.0
2016-01-26,9918,2.01,30.9,30.9,30.9,30.9,0.0,0.0,0.0
2016-01-27,9918,28.28,30.0,31.0,29.95,31.0,0.0,0.0,4.0
2016-01-28,9918,2.01,31.3,31.35,31.3,31.35,0.0,0.0,-1.0
2016-01-29,9918,8.03,31.0,31.1,30.75,31.1,0.0,0.0,0.0
2016-01-30,9918,12.05,30.8,31.1,30.75,30.8,0.0,0.0,1.0
2016-02-01,9918,17.21,30.6,31.1,30.6,31.1,0.0,0.0,-1.0
2016-02-02,9918,1.0,31.1,31.1,31.1,31.1,0.0,0.0,0.0
2016-02-03,9918,3.01,31.05,31.05,31.0,31.0,0.0,0.0,-1.0
2016-02-15,9918,16.43,30.5,31.0,30.5,31.0,3.0,0.0,-1.0
2016-02-16,9918,7.41,31.0,31.1,31.0,31.0,0.0,0.0,1.0
2016-02-17,9918,1.3,31.3,31.3,31.3,31.3,0.0,0.0,0.0
2016-02-18,9918,2.8,31.1,31.2,31.1,31.2,0.0,0.0,1.0
2016-02-19,9918,9.06,31.0,31.15,30.9,31.15,-2.0,0.0,-2.0
2016-02-22,9918,8.02,31.15,31.3,31.0,31.3,0.0,0.0,0.0
2016-02-23,9918,13.01,31.2,31.5,31.0,31.0,-1.0,0.0,0.0
2016-02-24,9918,7.14,31.0,31.0,31.0,31.0,1.0,0.0,0.0
2016-02-25,9918,2.01,31.0,31.0,31.0,31.0,0.0,0.0,0.0
2016-03-01,9918,5.06,31.0,31.1,31.0,31.0,0.0,0.0,0.0
2016-03-02,9918,14.87,31.0,31.0,30.4,30.4,0.0,0.0,0.0
2016-03-03,9918,5.42,31.0,31.2,31.0,31.2,0.0,0.0,0.0
2016-03-04,9918,4.02,30.9,30.9,30.9,30.9,0.0,0.0,0.0
2016-03-07,9918,32.12,31.9,32.0,31.25,31.7,-9.0,0.0,2.0
2016-03-08,9918,15.08,31.5,31.7,31.3,31.3,0.0,0.0,5.0
2016-03-09,9918,13.0,31.3,31.8,31.3,31.8,11.0,0.0,-1.0
2016-03-10,9918,6.25,31.4,31.6,31.4,31.6,-1.0,0.0,0.0
2016-03-11,9918,8.01,31.6,31.75,31.6,31.75,5.0,0.0,0.0
2016-03-14,9918,5.06,31.8,31.8,31.65,31.65,-4.0,0.0,1.0
2016-03-15,9918,6.04,31.35,31.4,31.35,31.35,0.0,0.0,-1.0
2016-03-16,9918,5.05,31.0,31.5,31.0,31.2,2.0,0.0,-2.0
2016-03-17,9918,2.3,31.5,31.5,31.4,31.4,0.0,0.0,0.0
2016-03-18,9918,5.3,31.5,31.55,31.3,31.55,-2.0,0.0,0.0
2016-03-21,9918,5.11,31.5,31.5,31.05,31.35,-1.0,0.0,0.0
2016-03-22,9918,7.62,31.45,32.0,31.45,32.0,0.0,0.0,0.0
2016-03-23,9918,1.01,31.5,31.5,31.5,31.5,0.0,0.0,0.0
2016-03-24,9918,10.0,31.95,31.95,31.5,31.8,-2.0,0.0,0.0
2016-03-25,9918,4.02,31.5,31.6,31.5,31.6,0.0,0.0,0.0
2016-03-28,9918,1.01,31.8,31.8,31.8,31.8,0.0,0.0,0.0
2016-03-29,9918,5.87,32.0,32.0,31.5,31.8,1.0,0.0,0.0
