Time,Stock_ID,Volume,Open,High,Low,Close,Foreign_Net_Volume,Domestic_Net_Volume,Net_Margin
2016-01-04,3011,590.01,6.83,6.83,6.53,6.64,-21.0,0.0,-16.0
2016-01-05,3011,144.0,6.6,6.72,6.56,6.62,0.0,0.0,-25.0
2016-01-06,3011,487.0,6.78,6.88,6.6,6.73,-30.0,0.0,-7.0
2016-01-07,3011,316.0,6.61,6.7,6.5,6.5,-9.0,0.0,19.0
2016-01-08,3011,165.0,6.5,6.7,6.45,6.68,0.0,0.0,-27.0
2016-01-11,3011,358.04,6.7,6.73,6.52,6.63,-3.0,0.0,-32.0
2016-01-12,3011,227.0,6.87,6.87,6.62,6.66,-4.0,6.0,-33.0
2016-01-13,3011,184.01,6.66,6.8,6.66,6.72,-12.0,0.0,-23.0
2016-01-14,3011,360.06,6.72,6.72,6.56,6.56,-9.0,0.0,-209.0
2016-01-15,3011,228.01,6.61,6.7,6.56,6.6,0.0,0.0,-37.0
2016-01-18,3011,198.0,6.6,6.89,6.6,6.73,4.0,0.0,-17.0
2016-01-19,3011,122.61,6.74,6.84,6.71,6.84,0.0,1.0,38.0
2016-01-20,3011,1248.31,7.27,7.36,6.99,7.08,12.0,2.0,-36.0
2016-01-21,3011,613.0,7.11,7.29,7.11,7.27,0.0,0.0,78.0
2016-01-22,3011,851.0,7.32,7.52,7.28,7.28,-13.0,1.0,-51.0
2016-01-25,3011,281.64,7.22,7.33,7.22,7.26,1.0,0.0,-67.0
2016-01-26,3011,384.3,7.26,7.26,7.17,7.17,3.0,0.0,-7.0
2016-01-27,3011,229.01,7.2,7.3,7.01,7.06,-6.0,0.0,28.0
2016-01-28,3011,123.02,7.18,7.18,7.08,7.09,0.0,0.0,-33.0
2016-01-29,3011,88.23,6.88,7.14,6.88,7.13,3.0,0.0,11.0
2016-01-30,3011,249.67,7.13,7.28,7.13,7.25,0.0,0.0,17.0
2016-02-01,3011,76.01,7.2,7.2,7.16,7.17,0.0,1.0,-15.0
2016-02-02,3011,152.0,7.18,7.2,7.07,7.16,-2.0,0.0,1.0
2016-02-03,3011,125.01,7.14,7.16,7.06,7.07,0.0,0.0,-25.0
2016-02-15,3011,171.02,7.08,7.24,7.08,7.24,7.0,0.0,1.0
2016-02-16,3011,264.49,7.23,7.39,7.2,7.32,3.0,0.0,-30.0
2016-02-17,3011,139.44,7.39,7.39,7.28,7.28,-3.0,0.0,-26.0
2016-02-18,3011,337.01,7.39,7.39,7.25,7.3,-4.0,0.0,13.0
2016-02-19,3011,272.01,7.3,7.38,7.3,7.36,1.0,0.0,9.0
2016-02-22,3011,124.01,7.35,7.4,7.35,7.36,0.0,0.0,-23.0
2016-02-23,3011,318.01,7.36,7.66,7.36,7.41,23.0,5.0,11.0
2016-02-24,3011,131.01,7.41,7.49,7.37,7.37,-18.0,1.0,-17.0
2016-02-25,3011,450.01,7.43,7.57,7.42,7.43,-10.0,3.0,16.0
2016-02-26,3011,153.0,7.43,7.51,7.36,7.43,-1.0,0.0,-23.0
2016-03-01,3011,343.02,7.4,7.4,7.28,7.39,40.0,0.0,-31.0
2016-03-02,3011,418.37,7.3,7.48,7.29,7.48,2.0,1.0,6.0
2016-03-03,3011,188.45,7.48,7.52,7.42,7.46,0.0,0.0,-4.0
2016-03-04,3011,309.24,7.47,7.56,7.37,7.54,-13.0,7.0,66.0
2016-03-07,3011,339.14,7.54,7.57,7.45,7.5,-2.0,0.0,28.0
2016-03-08,3011,189.03,7.48,7.54,7.36,7.38,1.0,4.0,13.0
2016-03-09,3011,101.02,7.34,7.45,7.34,7.4,3.0,0.0,-10.0
2016-03-10,3011,2196.35,7.4,8.14,7.38,8.14,187.0,6.0,401.0
2016-03-11,3011,3829.43,8.32,8.93,8.14,8.56,-191.0,5.0,0.0
2016-03-14,3011,1109.04,8.8,8.85,8.53,8.73,-40.0,19.0,-89.0
2016-03-15,3011,800.52,8.8,8.89,8.18,8.26,0.0,2.0,-57.0
2016-03-16,3011,875.01,8.3,8.88,8.26,8.83,15.0,2.0,158.0
2016-03-17,3011,691.06,8.88,8.89,8.4,8.5,-15.0,0.0,-73.0
2016-03-18,3011,362.51,8.41,8.5,8.15,8.25,0.0,1.0,-149.0
2016-03-21,3011,301.02,8.32,8.44,8.24,8.25,0.0,2.0,-34.0
2016-03-22,3011,520.35,8.24,8.45,8.23,8.4,152.0,6.0,-21.0
2016-03-23,3011,1014.84,8.42,8.69,8.38,8.4,-83.0,0.0,-5.0
2016-03-24,3011,248.65,8.29,8.36,8.21,8.22,-1.0,0.0,-11.0
2016-03-25,3011,308.13,7.92,8.22,7.92,8.18,0.0,0.0,17.0
2016-03-28,3011,107.05,8.38,8.38,8.15,8.24,-12.0,0.0,-19.0
2016-03-29,3011,246.35,8.4,8.4,8.14,8.19,-24.0,0.0,-7.0
2016-03-30,3011,139.08,8.19,8.35,8.16,8.2,-9.0,0.0,-25.0
2016-03-31,3011,218.34,8.2,8.35,8.13,8.13,0.0,0.0,-23.0
2016-04-01,3011,270.06,8.3,8.32,8.2,8.21,0.0,0.0,-22.0
2016-04-06,3011,302.36,8.22,8.22,7.9,8.09,1.0,1.0,-74.0
2016-04-07,3011,481.07,8.09,8.2,7.95,7.95,3.0,2.0,-211.0
2016-04-08,3011,335.76,8.05,8.12,8.0,8.02,-27.0,0.0,-35.0
2016-04-11,3011,291.1,8.0,8.4,8.0,8.3,33.0,0.0,-13.0
2016-04-12,3011,475.34,8.3,8.5,8.04,8.05,-33.0,0.0,-120.0
2016-04-13,3011,764.53,8.27,8.59,8.14,8.5,67.0,2.0,284.0
2016-04-14,3011,1775.08,8.5,8.64,8.3,8.5,-15.0,2.0,-102.0
2016-04-15,3011,397.12,8.52,8.59,8.24,8.45,-48.0,0.0,70.0
2016-04-18,3011,190.0,8.45,8.52,8.26,8.35,-2.0,2.0,30.0
2016-04-19,3011,184.03,8.37,8.54,8.28,8.38,-2.0,2.0,-56.0
2016-04-20,3011,321.3,8.41,8.41,8.2,8.3,0.0,0.0,-45.0
2016-04-21,3011,203.0,8.31,8.4,8.26,8.3,0.0,1.0,28.0
2016-04-22,3011,222.0,8.26,8.59,8.22,8.22,0.0,0.0,52.0
2016-04-25,3011,233.01,8.36,8.36,8.15,8.24,0.0,3.0,-5.0
2016-04-26,3011,187.0,8.2,8.37,8.16,8.24,0.0,2.0,-20.0
2016-04-27,3011,270.0,8.15,8.33,8.15,8.2,0.0,1.0,24.0
2016-04-28,3011,106.01,8.25,8.3,8.15,8.23,0.0,0.0,-5.0
2016-04-29,3011,230.2,8.2,8.3,8.1,8.24,0.0,0.0,38.0
2016-05-03,3011,437.4,8.24,8.28,7.95,8.03,0.0,0.0,-47.0
2016-05-04,3011,250.0,8.03,8.12,7.9,7.9,0.0,0.0,-1.0
2016-05-05,3011,322.0,7.68,8.09,7.68,8.07,23.0,1.0,3.0
2016-05-06,3011,426.0,8.07,8.4,8.04,8.15,-16.0,1.0,106.0
2016-05-09,3011,396.65,8.15,8.34,8.15,8.16,-7.0,0.0,-33.0
2016-05-10,3011,95.0,8.16,8.27,8.16,8.23,0.0,0.0,13.0
2016-05-11,3011,210.01,8.23,8.58,8.15,8.23,0.0,0.0,25.0
2016-05-12,3011,322.06,8.23,8.29,7.98,8.14,0.0,0.0,27.0
2016-05-13,3011,267.0,8.14,8.17,7.8,8.13,0.0,1.0,-22.0
2016-05-16,3011,332.0,8.15,8.15,7.89,8.1,0.0,2.0,-56.0
2016-05-17,3011,294.06,8.1,8.18,7.95,8.1,0.0,1.0,23.0
2016-05-18,3011,158.32,8.1,8.17,7.92,8.1,0.0,0.0,12.0
2016-05-19,3011,317.08,8.1,8.1,7.76,7.85,0.0,0.0,-21.0
2016-05-20,3011,162.0,7.85,7.92,7.72,7.87,2.0,1.0,8.0
2016-05-23,3011,226.21,7.8,7.87,7.75,7.84,-2.0,0.0,45.0
2016-05-24,3011,159.19,7.88,8.05,7.84,7.85,0.0,1.0,41.0
2016-05-25,3011,231.13,7.88,8.0,7.81,7.85,0.0,1.0,50.0
2016-05-26,3011,550.0,7.89,8.1,7.85,7.95,0.0,0.0,76.0
2016-05-27,3011,135.0,7.99,8.02,7.86,7.94,0.0,0.0,-8.0
2016-05-30,3011,139.65,7.82,8.0,7.82,7.9,0.0,0.0,19.0
2016-05-31,3011,224.11,7.89,7.92,7.77,7.9,0.0,0.0,95.0
2016-06-01,3011,358.12,7.89,7.98,7.84,7.91,0.0,0.0,29.0
2016-06-02,3011,916.0,7.91,8.03,7.85,8.0,0.0,0.0,-111.0
2016-06-03,3011,97.06,8.07,8.07,7.95,8.0,0.0,0.0,-5.0
2016-06-04,3011,633.0,7.97,8.33,7.97,8.05,0.0,3.0,40.0
2016-06-06,3011,153.01,8.06,8.06,7.84,8.03,0.0,0.0,-59.0
2016-06-07,3011,252.68,7.94,8.05,7.78,8.0,0.0,4.0,-44.0
2016-06-08,3011,174.0,7.91,8.04,7.79,7.98,0.0,0.0,11.0
2016-06-13,3011,190.01,7.95,7.99,7.83,7.94,0.0,1.0,29.0
2016-06-14,3011,818.0,7.98,8.19,7.84,7.96,0.0,0.0,48.0
2016-06-15,3011,719.01,7.98,8.06,7.75,7.75,1.0,0.0,35.0
2016-06-16,3011,394.0,7.75,7.87,7.6,7.75,0.0,0.0,147.0
2016-06-17,3011,335.2,7.78,7.79,7.6,7.68,0.0,0.0,-57.0
2016-06-20,3011,544.47,7.68,7.77,7.45,7.57,0.0,0.0,83.0
2016-06-21,3011,452.2,7.61,7.63,7.47,7.56,0.0,0.0,11.0
2016-06-22,3011,239.2,7.56,7.61,7.46,7.54,0.0,0.0,52.0
2016-06-23,3011,481.05,7.54,7.56,7.42,7.55,0.0,1.0,100.0
2016-06-24,3011,180.0,7.54,7.54,7.25,7.44,0.0,1.0,-1.0
2016-06-27,3011,329.84,7.28,7.55,7.28,7.47,4.0,0.0,31.0
2016-06-28,3011,235.0,7.5,7.51,7.39,7.47,1.0,0.0,24.0
2016-06-29,3011,340.0,7.41,7.47,7.39,7.42,-3.0,0.0,-26.0
2016-06-30,3011,454.2,7.42,7.45,7.31,7.43,-1.0,0.0,-36.0
2016-07-01,3011,338.23,7.43,7.46,7.3,7.43,2.0,0.0,14.0
2016-07-04,3011,343.15,7.32,7.43,7.32,7.4,-3.0,0.0,-2.0
2016-07-05,3011,512.01,7.4,7.44,7.3,7.38,0.0,0.0,78.0
2016-07-06,3011,324.0,7.38,7.49,7.3,7.37,0.0,0.0,-18.0
2016-07-07,3011,198.0,7.3,7.38,7.28,7.35,0.0,0.0,33.0
2016-07-11,3011,252.01,7.31,7.6,7.3,7.35,0.0,0.0,46.0
2016-07-12,3011,250.93,7.36,7.36,7.26,7.3,0.0,0.0,16.0
2016-07-13,3011,121.04,7.33,7.35,7.26,7.3,0.0,0.0,1.0
2016-07-14,3011,172.28,7.31,7.32,7.22,7.3,0.0,0.0,64.0
2016-07-15,3011,145.26,7.3,7.34,7.25,7.27,0.0,0.0,29.0
2016-07-18,3011,1064.6,7.3,7.4,7.27,7.38,0.0,0.0,-82.0
2016-07-19,3011,525.48,7.4,7.42,7.36,7.4,0.0,0.0,-67.0
2016-07-20,3011,943.73,7.39,7.57,7.36,7.55,55.0,0.0,59.0
2016-07-21,3011,589.8,7.56,7.65,7.47,7.51,-22.0,0.0,149.0
2016-07-22,3011,489.24,7.6,7.62,7.5,7.56,-32.0,0.0,56.0
2016-07-25,3011,225.26,7.58,7.59,7.43,7.49,0.0,0.0,5.0
2016-07-26,3011,170.17,7.49,7.53,7.42,7.5,0.0,0.0,-15.0
2016-07-27,3011,168.56,7.5,7.53,7.35,7.43,0.0,0.0,-16.0
2016-07-28,3011,259.01,7.43,7.52,7.32,7.39,0.0,0.0,9.0
2016-07-29,3011,146.48,7.4,7.48,7.35,7.42,5.0,0.0,34.0
2016-08-01,3011,1008.66,7.4,7.6,7.38,7.57,25.0,0.0,-73.0
2016-08-02,3011,529.32,7.68,7.68,7.46,7.56,-25.0,0.0,112.0
2016-08-03,3011,336.48,7.56,7.62,7.5,7.62,0.0,0.0,39.0
2016-08-04,3011,922.24,7.66,7.76,7.56,7.62,0.0,1.0,-55.0
2016-08-05,3011,1285.24,7.62,7.76,7.6,7.69,0.0,0.0,-181.0
2016-08-08,3011,335.0,7.73,7.73,7.58,7.64,-2.0,0.0,15.0
2016-08-09,3011,357.0,7.64,7.69,7.4,7.58,2.0,1.0,133.0
2016-08-10,3011,540.84,7.49,7.5,7.28,7.35,12.0,1.0,62.0
2016-08-11,3011,148.01,7.35,7.37,7.3,7.32,-17.0,0.0,48.0
2016-08-12,3011,489.2,7.36,7.39,7.15,7.22,0.0,0.0,24.0
2016-08-15,3011,384.08,7.28,7.29,7.0,7.07,0.0,0.0,-109.0
2016-08-16,3011,112.28,7.1,7.15,7.07,7.13,0.0,0.0,13.0
2016-08-17,3011,119.08,7.13,7.17,7.08,7.15,17.07,1.0,-23.0
2016-08-18,3011,179.92,7.15,7.22,7.11,7.18,0.0,1.0,14.0
2016-08-19,3011,271.18,7.15,7.2,7.09,7.2,-3.07,0.0,69.0
2016-08-22,3011,661.17,7.18,7.28,7.07,7.28,-7.0,1.0,240.0
2016-08-23,3011,2754.0,7.28,7.62,7.25,7.44,25.0,0.0,-111.0
2016-08-24,3011,1121.41,7.41,7.62,7.4,7.57,-13.0,0.0,212.0
2016-08-25,3011,2191.8,7.62,7.99,7.58,7.92,23.0,0.0,317.0
2016-08-26,3011,858.05,7.98,8.03,7.75,7.78,-35.0,0.0,256.0
2016-08-29,3011,442.55,7.78,7.89,7.67,7.8,0.0,3.0,-22.0
2016-08-30,3011,405.04,7.78,7.87,7.63,7.72,0.0,5.0,-86.0
2016-08-31,3011,347.45,7.84,7.84,7.69,7.75,0.0,9.0,-108.0
2016-09-01,3011,366.19,7.72,7.77,7.57,7.7,-1.0,1.0,24.0
2016-09-02,3011,272.0,7.72,7.72,7.53,7.59,0.0,0.0,49.0
2016-09-05,3011,348.01,7.62,7.68,7.58,7.63,0.0,0.0,54.0
2016-09-06,3011,3026.68,7.63,7.77,7.51,7.6,18.0,0.0,-50.0
2016-09-07,3011,473.0,7.67,7.73,7.59,7.6,0.0,1.0,14.0
2016-09-08,3011,765.0,7.69,7.76,7.65,7.7,-2.0,0.0,40.0
2016-09-09,3011,1011.51,7.7,7.76,7.49,7.51,-20.0,0.0,-98.0
2016-09-10,3011,508.14,7.4,7.64,7.4,7.63,0.0,0.0,-113.0
2016-09-12,3011,642.71,7.64,7.71,7.6,7.67,-28.0,0.0,165.0
2016-09-13,3011,451.12,7.67,7.77,7.58,7.65,0.0,0.0,35.0
2016-09-14,3011,322.2,7.65,7.68,7.48,7.53,0.0,0.0,-60.0
2016-09-19,3011,523.5,7.56,7.69,7.4,7.5,1.0,0.0,48.0
2016-09-20,3011,506.5,7.53,7.66,7.35,7.35,6.0,1.0,-26.0
2016-09-21,3011,621.16,7.44,7.44,7.35,7.41,8.0,0.0,36.0
2016-09-22,3011,109.18,7.47,7.47,7.4,7.42,-2.0,0.0,34.0
2016-09-23,3011,318.5,7.42,7.46,7.35,7.42,5.0,0.0,-8.0
2016-09-26,3011,188.0,7.35,7.42,7.31,7.4,-7.0,0.0,-48.0
2016-09-29,3011,329.01,7.4,7.45,7.24,7.38,0.0,0.0,-10.0
2016-09-30,3011,176.6,7.25,7.38,7.24,7.32,0.0,0.0,25.0
2016-10-03,3011,363.2,7.35,7.37,7.25,7.32,0.0,0.0,-86.0
2016-10-04,3011,394.0,7.34,7.34,7.23,7.32,2.0,0.0,-82.0
2016-10-05,3011,290.04,7.31,7.32,7.22,7.3,0.0,0.0,-51.0
2016-10-06,3011,236.38,7.3,7.38,7.28,7.34,1.0,0.0,-78.0
2016-10-07,3011,104.0,7.28,7.35,7.26,7.3,-2.0,0.0,37.0
2016-10-11,3011,217.0,7.3,7.35,7.16,7.24,0.0,0.0,47.0
2016-10-12,3011,135.0,7.25,7.26,7.16,7.24,0.0,0.0,16.0
2016-10-13,3011,547.56,7.24,7.44,7.21,7.21,0.0,0.0,-10.0
2016-10-14,3011,110.15,7.21,7.31,7.12,7.21,0.0,0.0,17.0
2016-10-17,3011,182.06,7.23,7.23,7.13,7.21,0.0,0.0,-17.0
2016-10-18,3011,154.0,7.21,7.3,7.13,7.21,0.0,0.0,5.0
2016-10-19,3011,501.5,7.22,7.25,7.12,7.21,0.0,0.0,-43.0
2016-10-20,3011,491.18,7.21,7.24,7.05,7.21,-3.0,0.0,59.0
2016-10-21,3011,176.19,7.21,7.21,7.14,7.2,-1.0,0.0,80.0
2016-10-24,3011,163.06,7.15,7.19,7.05,7.07,0.0,0.0,-29.0
2016-10-25,3011,164.43,7.1,7.1,7.01,7.07,0.0,0.0,52.0
2016-10-26,3011,120.06,7.07,7.2,7.02,7.07,0.0,0.0,4.0
2016-10-27,3011,175.0,7.07,7.11,6.97,7.08,0.0,0.0,-12.0
2016-10-28,3011,1159.67,7.38,7.5,7.14,7.24,0.0,0.0,-274.0
2016-10-31,3011,200.1,7.35,7.37,7.15,7.24,0.0,0.0,41.0
2016-11-01,3011,3166.21,7.29,7.8,7.18,7.66,87.0,0.0,443.0
2016-11-02,3011,1352.77,7.7,7.7,7.15,7.36,-29.0,0.0,-262.0
2016-11-03,3011,360.0,7.27,7.34,7.19,7.26,-5.0,0.0,-90.0
2016-11-04,3011,368.98,7.23,7.29,7.02,7.12,2.0,2.0,-136.0
