Code,Name,Market,Market_Value,產業別,Main_Type,Sub_Type,發行量(萬張),相關產業
4924,欣厚-KY,櫃,6.65,電腦及週邊設備業,Electronic,Computers,3.72,模具沖壓
4931,新盛力,櫃,13.6,電腦及週邊設備業,Electronic,Computers,6.26,電腦及週邊設備
4933,友輝,櫃,21.9,光電業,Electronic,Opto,7.83,光電
4939,亞電,櫃,14.6,電子零組件業,Electronic,Components,9.82,電子零組件
4944,兆遠,櫃,26.1,光電業,Electronic,Opto,8.71,LED發光二極體
4945,陞達科技,櫃,14.7,半導體業,Electronic,Semi,3.01,電子工業
4946,辣椒,櫃,5.17,文化創意業,Others,Gaming,1.37,"軟體業,遊戲軟體業"
4950,牧東,櫃,4.6,其他業,Others,Others,4.58,其他
4953,緯軟,櫃,54.5,資訊服務業,Electronic,Service,6.67,軟體業
4966,譜瑞-KY,櫃,828,半導體業,Electronic,Semi,8.08,IC設計
4971,IET-KY,櫃,18.1,半導體業,Electronic,Semi,3.65,IC生產
4972,湯石照明,櫃,10.9,光電業,Electronic,Opto,4.03,LED發光二極體
4973,廣穎,櫃,13.4,半導體業,Electronic,Semi,6.35,"DRAM模組,Flash模組,電腦周邊產品"
4974,亞泰,櫃,36.2,電子零組件業,Electronic,Components,7.25,數位相機
4979,華星光,櫃,31.5,通信網路業,Electronic,Communications,12,通信網路
4987,科誠,櫃,11.9,電腦及週邊設備業,Electronic,Computers,2.52,"印表機,電腦周邊產品"
4991,環宇-KY,櫃,43.4,半導體業,Electronic,Semi,9.14,半導體
4995,晶達,櫃,16.4,光電業,Electronic,Opto,4.18,監視器
5009,榮剛,櫃,71.9,鋼鐵工業,Traditional,Steel,46.7,鋼鐵
5011,久陽,櫃,7.57,鋼鐵工業,Traditional,Steel,4.12,鋼鐵
5013,強新,櫃,36,鋼鐵工業,Traditional,Steel,13.3,鋼鐵
5014,建錩,櫃,14.2,鋼鐵工業,Traditional,Steel,16.5,鋼鐵
5015,華祺,櫃,19,鋼鐵工業,Traditional,Steel,6.06,鋼鐵
5016,松和,櫃,14.3,鋼鐵工業,Traditional,Steel,4.96,鋼鐵
5102,富強,櫃,9.93,橡膠工業,Traditional,Rubber,6.41,橡膠
5201,凱衛,櫃,10.4,資訊服務業,Electronic,Service,3.07,"軟體業,資訊服務"
5202,力新,櫃,8.92,資訊服務業,Electronic,Service,5.91,軟體業
5205,中茂,櫃,1.65,其他電子業,Electronic,Others,1.8,"軟體業,資訊服務"
5206,坤悅,櫃,26.4,建材營造業,Traditional,Construction,15.6,建材營造
5209,新鼎,櫃,15.6,資訊服務業,Electronic,Service,2.35,"軟體業,資訊服務"
5210,寶碩,櫃,5.76,資訊服務業,Electronic,Service,6.37,"軟體業,資訊服務"
5211,蒙恬,櫃,4.74,資訊服務業,Electronic,Service,3.2,"掃描器,軟體業,電腦周邊產品"
5212,凌網,櫃,14.6,資訊服務業,Electronic,Service,3.46,"軟體業,資訊服務"
5213,亞昕,櫃,51.2,建材營造業,Traditional,Construction,34.6,建材營造
5220,萬達光電,櫃,17.1,光電業,Electronic,Opto,3.97,光電
5223,安力-KY,櫃,25.9,電腦及週邊設備業,Electronic,Computers,4.32,模具沖壓
5227,立凱-KY,櫃,22.6,電子零組件業,Electronic,Components,16,電子零組件
5230,雷笛克光學,櫃,11.1,光電業,Electronic,Opto,4.7,LED發光二極體
5245,智晶,櫃,14.4,光電業,Electronic,Opto,4.5,光電
5251,天鉞電,櫃,4.5,光電業,Electronic,Opto,3.54,消費性電子產品
5263,智崴,櫃,56.9,文化創意業,Others,Culture,5.57,文化創意
5272,笙科,櫃,9.87,半導體業,Electronic,Semi,5.64,IC設計
5274,信驊,櫃,396,半導體業,Electronic,Semi,3.42,IC設計
5276,達輝-KY,櫃,4.07,其他業,Others,Others,3.95,其他
5278,尚凡,櫃,16.8,電子商務,Electronic,E-Commerce,1.52,電子商務
5281,大峽谷-KY,櫃,9.1,光電業,Electronic,Opto,3.7,LED發光二極體
5287,數字,櫃,86.8,電子商務,Electronic,E-Commerce,4.26,電子商務
5289,宜鼎,櫃,126,電腦及週邊設備業,Electronic,Computers,8.13,"DRAM模組,Flash模組,電腦周邊產品"
5291,邑昇,櫃,8.37,電子零組件業,Electronic,Components,3.8,印刷電路板
5299,杰力,櫃,35.2,半導體業,Electronic,Semi,3.52,IC設計
5301,寶得利,櫃,15.4,觀光事業,Others,Tourism,9.83,印刷電路板
5302,太欣,櫃,10.9,半導體業,Electronic,Semi,16.2,IC設計
5306,桂盟,櫃,219,其他業,Others,Others,12.6,無線網路
5309,系統電,櫃,47,電子零組件業,Electronic,Components,15.2,"消費性電子產品,電源供應器,電腦周邊產品"
5310,天剛,櫃,6.25,資訊服務業,Electronic,Service,4.96,"軟體業,資訊服務"
5312,寶島科,櫃,35.5,生技醫療業,Biotech,Biotech,6.01,資訊通路
5314,世紀,櫃,3.81,半導體業,Electronic,Semi,6,IC設計
5315,光聯,櫃,15.4,光電業,Electronic,Opto,10.6,監視器
5321,友銓,櫃,12.7,電子零組件業,Electronic,Components,3.5,印刷電路板
5324,士開,櫃,13.5,建材營造業,Traditional,Construction,13.6,建材營造
5328,華容,櫃,14.7,電子零組件業,Electronic,Components,17.3,被動元件
5340,建榮,櫃,71.5,電子零組件業,Electronic,Components,19.5,電子零組件
5344,立衛,櫃,12.2,半導體業,Electronic,Semi,7.94,IC封測
5345,天揚,櫃,4.5,電子零組件業,Electronic,Components,4.5,電子零組件
5347,世界,櫃,1460,半導體業,Electronic,Semi,164,"晶圓代工,IC生產"
5348,系通,櫃,1.97,通信網路業,Electronic,Communications,2.6,通信網路
5351,鈺創,櫃,55.8,半導體業,Electronic,Semi,26.8,IC設計
5353,台林,櫃,12.3,通信網路業,Electronic,Communications,7.5,"光通訊,電信設備"
5355,佳總,櫃,10.6,電子零組件業,Electronic,Components,16.6,"LED發光二極體,印刷電路板"
5356,協益,櫃,27,電腦及週邊設備業,Electronic,Computers,10.3,"電源供應器,電腦周邊產品"
5364,力麗店,櫃,2.18,觀光事業,Others,Tourism,1.41,主機板
5371,中光電,櫃,144,光電業,Electronic,Opto,43.4,監視器
5381,合正,櫃,8.92,電子零組件業,Electronic,Components,18,電子零組件
5383,金利,櫃,17.1,其他電子業,Electronic,Others,7.94,"LED發光二極體,模具沖壓,導線架"
5386,青雲,櫃,6.25,電腦及週邊設備業,Electronic,Computers,2.36,"主機板,DRAM模組,Flash模組"
5392,應華,櫃,40,光電業,Electronic,Opto,17,"模具沖壓,機殼業"
5398,慕康生醫,櫃,10,其他業,Others,Others,5,其他
5403,中菲,櫃,31.7,資訊服務業,Electronic,Service,6.26,"軟體業,資訊服務"
5410,國眾,櫃,17.2,資訊服務業,Electronic,Service,8.59,"軟體業,資訊服務"
5425,台半,櫃,95.2,半導體業,Electronic,Semi,24.9,"印表機,電腦周邊產品"
5426,振發,櫃,15.2,電腦及週邊設備業,Electronic,Computers,14.4,機殼業
5432,達威,櫃,3.58,光電業,Electronic,Opto,2.07,光電
5438,東友,櫃,13.2,電腦及週邊設備業,Electronic,Computers,11.3,"掃描器,電腦周邊產品,辦公室自動化"
5439,高技,櫃,35.2,電子零組件業,Electronic,Components,8.6,印刷電路板
5443,均豪,櫃,39.3,光電業,Electronic,Opto,16.5,電腦周邊產品
5450,南良,櫃,23.4,其他業,Others,Others,12.2,消費性電子產品
5452,佶優,櫃,12.7,其他電子業,Electronic,Others,14.9,其他電子
5455,昇益,櫃,11.1,建材營造業,Traditional,Construction,6.55,建材營造
5457,宣德,櫃,187,電子零組件業,Electronic,Components,17,連接器
5460,同協,櫃,6.86,電子零組件業,Electronic,Components,6.12,模具沖壓
5464,霖宏,櫃,7.89,電子零組件業,Electronic,Components,7.11,印刷電路板
5465,富驊,櫃,29.7,電腦及週邊設備業,Electronic,Computers,16.4,"掃描器,電腦周邊產品,機殼業"
5468,凱鈺,櫃,2.19,半導體業,Electronic,Semi,1.98,IC設計
5474,聰泰,櫃,93.4,電腦及週邊設備業,Electronic,Computers,3.37,消費性電子產品
5475,德宏,櫃,7.39,電子零組件業,Electronic,Components,18.2,電子零組件
5478,智冠,櫃,105,文化創意業,Others,Gaming,12.7,"軟體業,遊戲軟體業"
5481,新華,櫃,11.2,其他業,Others,Others,7.34,其他
5483,中美晶,櫃,553,半導體業,Electronic,Semi,58.6,半導體
5487,通泰,櫃,7.8,半導體業,Electronic,Semi,2.36,IC設計
5488,松普,櫃,6.76,電子零組件業,Electronic,Components,9.16,連接器
5489,彩富,櫃,29.8,其他電子業,Electronic,Others,10.3,消費性電子產品
5490,同亨,櫃,25.3,電腦及週邊設備業,Electronic,Computers,9.64,電腦及週邊設備
5493,三聯,櫃,17.6,其他電子業,Electronic,Others,4.43,其他電子
5498,凱崴,櫃,18.9,電子零組件業,Electronic,Components,16.9,電子零組件
5508,永信建,櫃,83,建材營造業,Traditional,Construction,21.7,建材營造
5511,德昌,櫃,32.4,建材營造業,Traditional,Construction,11.3,建材營造
5512,力麒,櫃,70.4,建材營造業,Traditional,Construction,74.4,建材營造
5514,三豐,櫃,36,建材營造業,Traditional,Construction,19.4,建材營造
5516,雙喜,櫃,5.59,建材營造業,Traditional,Construction,3.83,建材營造
5520,力泰,櫃,25.9,建材營造業,Traditional,Construction,6.03,建材營造
5523,豐謙,櫃,20,建材營造業,Traditional,Construction,15.5,建材營造
5529,志嘉,櫃,5.68,建材營造業,Traditional,Construction,8.84,建材營造
5530,龍巖,櫃,225,其他業,Others,Others,42,其他
5536,聖暉,櫃,103,其他電子業,Electronic,Others,5.42,其他電子
5543,桓鼎-KY,櫃,17.3,建材營造業,Traditional,Construction,3.57,建材營造
5601,台聯櫃,櫃,15.6,航運業,Others,Shipping,6.48,航運業
5603,陸海,櫃,7.82,航運業,Others,Shipping,7.83,航運業
5604,中連貨,櫃,64.3,航運業,Others,Shipping,10.9,航運業
5609,中菲行,櫃,69.9,航運業,Others,Shipping,12.6,航運業
5701,劍湖山,櫃,10.2,觀光事業,Others,Tourism,25.4,觀光
5703,亞都,櫃,15.4,觀光事業,Others,Tourism,7.02,觀光
5704,老爺知,櫃,13.3,觀光事業,Others,Tourism,3.89,觀光
5820,日盛金,櫃,392,金控業,Finance,Holdings,377,金融
5864,致和證,櫃,21.3,證券業,Finance,Security,23.7,金融
5878,台名,櫃,11.6,保險業,Finance,Insurance,2.5,金融
5902,德記,櫃,15.4,貿易百貨業,Others,Department,9.45,貿易百貨
5903,全家,櫃,580,貿易百貨業,Others,Department,22.3,貿易百貨
5904,寶雅,櫃,544,貿易百貨業,Others,Department,9.77,貿易百貨
5905,南仁湖,櫃,17.8,貿易百貨業,Others,Department,19,貿易百貨
6015,宏遠證,櫃,24.3,證券業,Finance,Security,33.3,金融
6016,康和證,櫃,52.8,證券業,Finance,Security,59.4,金融
6020,大展證,櫃,34.3,證券業,Finance,Security,25.2,金融
6021,大慶證,櫃,46.6,證券業,Finance,Security,30.7,金融
6023,元大期,櫃,132,證券業,Finance,Security,25,金融
6026,福邦證,櫃,21.1,證券業,Finance,Security,24.6,金融
6101,寬魚國際,櫃,29.9,文化創意業,Others,Culture,11.6,文化創意
6103,合邦,櫃,4.57,半導體業,Electronic,Semi,5.71,"IC設計,電腦周邊產品"
6104,創惟,櫃,64.1,半導體業,Electronic,Semi,9.08,IC設計
6109,亞元,櫃,8.29,通信網路業,Electronic,Communications,5.94,電源供應器
6111,大宇資,櫃,36.2,文化創意業,Others,Gaming,4.93,"軟體業,遊戲軟體業"
6113,亞矽,櫃,3.81,電子通路業,Electronic,Distribution,5,電子通路
6114,久威,櫃,9.29,電子零組件業,Electronic,Components,4.39,電子零組件
6118,建達,櫃,9.41,電子通路業,Electronic,Distribution,9.09,資訊通路
6121,新普,櫃,547,電腦及週邊設備業,Electronic,Computers,18.5,行動電話
6122,擎邦,櫃,8.14,電機機械,Traditional,Machinery,7.08,電機機械
6123,上奇,櫃,21.2,電腦及週邊設備業,Electronic,Computers,5.9,軟體業
6124,業強,櫃,52.6,電子零組件業,Electronic,Components,18.2,LED發光二極體
6125,廣運,櫃,67.6,光電業,Electronic,Opto,24.9,光電
6126,信音,櫃,30.2,電子零組件業,Electronic,Components,12.7,連接器
6127,九豪,櫃,16.3,電子零組件業,Electronic,Components,10.8,"LED發光二極體,被動元件"
6129,普誠,櫃,13.3,半導體業,Electronic,Semi,18.1,IC設計
6130,星寶國際,櫃,7.2,生技醫療業,Biotech,Biotech,2.95,生技醫療
6134,萬旭,櫃,8.8,電子零組件業,Electronic,Components,9.43,"行動電話,連接器,光通訊"
6138,茂達,櫃,54.9,半導體業,Electronic,Semi,7.3,IC設計
6140,訊達,櫃,8.56,資訊服務業,Electronic,Service,3.84,"軟體業,資訊服務"
6143,振曜,櫃,28.1,通信網路業,Electronic,Communications,8.3,消費性電子產品
6144,得利影,櫃,10.2,文化創意業,Others,Culture,3.83,資訊通路
6146,耕興,櫃,232,其他電子業,Electronic,Others,9.24,其他電子
6147,頎邦,櫃,404,半導體業,Electronic,Semi,65.4,IC封測
6148,驊宏資,櫃,7.03,資訊服務業,Electronic,Service,4.7,"軟體業,資訊服務,資訊通路"
6150,撼訊,櫃,16.3,電腦及週邊設備業,Electronic,Computers,4.32,電腦及週邊設備
6151,晉倫,櫃,11.9,其他電子業,Electronic,Others,5.53,其他電子
6154,順發,櫃,10.1,電子通路業,Electronic,Distribution,8.01,資訊通路
6156,松上,櫃,13.8,電子零組件業,Electronic,Components,8.05,印刷電路板
6158,禾昌,櫃,15.7,電子零組件業,Electronic,Components,5.27,連接器
6160,欣技,櫃,7.91,電腦及週邊設備業,Electronic,Computers,6.85,電腦及週邊設備
6161,捷波,櫃,13.7,電腦及週邊設備業,Electronic,Computers,7.9,"主機板,電腦周邊產品"
6163,華電網,櫃,19.1,通信網路業,Electronic,Communications,12.3,"軟體業,無線網路,資訊服務"
6167,久正,櫃,12.2,光電業,Electronic,Opto,16.2,光電
6169,昱泉,櫃,5.17,文化創意業,Others,Gaming,2.34,"軟體業,遊戲軟體業"
6170,統振,櫃,15.5,通信網路業,Electronic,Communications,8.97,軟體業
6171,亞銳士,櫃,17.9,建材營造業,Traditional,Construction,7.54,資訊通路
6173,信昌電,櫃,87.4,電子零組件業,Electronic,Components,17.2,被動元件
6174,安碁,櫃,5.55,電子零組件業,Electronic,Components,5,被動元件
6175,立敦,櫃,27.3,電子零組件業,Electronic,Components,13.6,被動元件
6179,亞通,櫃,24.1,其他業,Others,Others,7.41,其他
6180,橘子,櫃,109,文化創意業,Others,Gaming,17.5,"軟體業,遊戲軟體業"
6182,合晶,櫃,170,半導體業,Electronic,Semi,51.1,半導體
6185,幃翔,櫃,21,電子零組件業,Electronic,Components,15,連接器
6186,新潤,櫃,35.2,建材營造業,Traditional,Construction,13,建材營造
6187,萬潤,櫃,52.1,其他電子業,Electronic,Others,8.33,其他電子
6188,廣明,櫃,97.6,電腦及週邊設備業,Electronic,Computers,27.8,"消費性電子產品,電腦周邊產品"
6190,萬泰科,櫃,21.8,通信網路業,Electronic,Communications,14,連接器
6194,育富,櫃,21,電子零組件業,Electronic,Components,6,印刷電路板
6195,詩肯,櫃,17.3,貿易百貨業,Others,Department,4.61,貿易百貨
6198,凌泰,櫃,2.66,半導體業,Electronic,Semi,2.01,IC設計
6199,天品,櫃,7.47,其他業,Others,Others,6.18,電腦周邊產品
6203,海韻電,櫃,53.6,電子零組件業,Electronic,Components,8,電源供應器
6204,艾華,櫃,16.7,電子零組件業,Electronic,Components,2.31,被動元件
6207,雷科,櫃,19.7,電子零組件業,Electronic,Components,8.39,被動元件
6208,日揚,櫃,37.8,電子零組件業,Electronic,Components,10.4,電子零組件
6210,慶生,櫃,13,電子零組件業,Electronic,Components,3.5,印刷電路板
6212,理銘,櫃,57.1,建材營造業,Traditional,Construction,10.2,建材營造
6217,中探針,櫃,21.7,電子零組件業,Electronic,Components,6.52,電子零組件
6218,豪勉,櫃,11.9,通信網路業,Electronic,Communications,6.43,"軟體業,資訊服務"
6219,富旺,櫃,22.2,建材營造業,Traditional,Construction,15.4,建材營造
6220,岳豐,櫃,31.7,電子零組件業,Electronic,Components,12.5,連接器
6221,晉泰,櫃,18.5,資訊服務業,Electronic,Service,5.1,"軟體業,資訊服務"
6222,上揚,櫃,6.21,光電業,Electronic,Opto,4.06,LED發光二極體
6223,旺矽,櫃,77.1,半導體業,Electronic,Semi,8.87,半導體
6227,茂綸,櫃,22.8,電子通路業,Electronic,Distribution,7.61,電子通路
6228,全譜,櫃,2.99,電腦及週邊設備業,Electronic,Computers,3.2,"掃描器,電腦周邊產品"
6229,研通,櫃,7.7,半導體業,Electronic,Semi,3.56,IC設計
6231,系微,櫃,33.2,資訊服務業,Electronic,Service,3.8,"IC設計,軟體業"
6233,旺玖,櫃,18.1,半導體業,Electronic,Semi,7.96,IC設計
6234,高僑,櫃,20.2,光電業,Electronic,Opto,10,光電
6236,康呈,櫃,3.34,其他業,Others,Others,3.17,其他
6237,驊訊,櫃,30.9,半導體業,Electronic,Semi,7.94,IC設計
6240,松崗,櫃,3.05,資訊服務業,Electronic,Service,2.31,軟體業
6241,易通展,櫃,4.13,通信網路業,Electronic,Communications,2.37,通信網路
6242,立康,櫃,8.1,生技醫療業,Biotech,Biotech,2.22,連接器
6244,茂迪,櫃,99.9,光電業,Electronic,Opto,35.5,光電
6245,立端,櫃,67,通信網路業,Electronic,Communications,11.8,網路設備
6246,臺龍,櫃,4.35,光電業,Electronic,Opto,3.08,光電
6247,淇譽電,櫃,5.61,其他電子業,Electronic,Others,6.03,"消費性電子產品,電源供應器"
6248,沛波,櫃,7.52,鋼鐵工業,Traditional,Steel,3.07,鋼鐵
6259,百徽,櫃,2.16,電子零組件業,Electronic,Components,1.55,電子零組件
6261,久元,櫃,67,半導體業,Electronic,Semi,12.8,"IC封測,LED發光二極體"
6263,普萊德,櫃,38.1,通信網路業,Electronic,Communications,6.25,通信網路
6264,富裔,櫃,9.37,建材營造業,Traditional,Construction,11.6,消費性電子產品
6265,方土昶,櫃,7.5,電子通路業,Electronic,Distribution,11.8,電子通路
6266,泰詠,櫃,18.2,電子零組件業,Electronic,Components,9.89,印刷電路板
6270,倍微,櫃,12.4,電子通路業,Electronic,Distribution,7.21,電子通路
6274,台燿,櫃,304,電子零組件業,Electronic,Components,26.7,電子零組件
6275,元山,櫃,12.4,其他電子業,Electronic,Others,6.98,其他電子
6276,安鈦克,櫃,9.1,電腦及週邊設備業,Electronic,Computers,3.15,"電源供應器,機殼業"
6279,胡連,櫃,72.6,電子零組件業,Electronic,Components,9.97,連接器
6284,佳邦,櫃,48.5,電子零組件業,Electronic,Components,14,電子零組件
6287,元隆,櫃,20.7,半導體業,Electronic,Semi,43.8,"晶圓代工,IC生產"
6290,良維,櫃,74.8,電子零組件業,Electronic,Components,14.6,連接器
6291,沛亨,櫃,4.44,半導體業,Electronic,Semi,2.7,IC設計
6292,迅德,櫃,15.4,電子零組件業,Electronic,Components,4.69,電源供應器
6294,智基,櫃,25.5,文化創意業,Others,Culture,2.34,文化創意
6404,通訊-KY,櫃,2.17,資訊服務業,Electronic,Service,3.74,軟體業
6411,晶焱,櫃,62.7,半導體業,Electronic,Semi,9.02,IC設計
6417,韋僑,櫃,21.7,通信網路業,Electronic,Communications,3.56,通信網路
6418,詠昇,櫃,5.04,電子零組件業,Electronic,Components,3.45,"連接器,電腦周邊產品"
6419,京晨科,櫃,2.26,光電業,Electronic,Opto,1.32,"消費性電子產品,軟體業"
6425,易發,櫃,21.1,電機機械,Traditional,Machinery,4.25,電機機械
6432,今展科,櫃,8.32,電子零組件業,Electronic,Components,2.45,被動元件
6435,大中,櫃,29.8,半導體業,Electronic,Semi,3.33,IC設計
6441,廣錠,櫃,38.4,電腦及週邊設備業,Electronic,Computers,3.57,電腦及週邊設備
6446,藥華藥,櫃,254,生技醫療業,Biotech,Biotech,26.4,生技醫療
6457,紘康,櫃,16.4,半導體業,Electronic,Semi,2.99,IC設計
6461,益得,櫃,20.4,生技醫療業,Biotech,Biotech,10.1,生技醫療
6462,神盾,櫃,119,半導體業,Electronic,Semi,7.14,IC設計
6465,威潤,櫃,10.7,通信網路業,Electronic,Communications,3.3,通信網路
6469,大樹,櫃,38.7,生技醫療業,Biotech,Biotech,5.22,生技醫療
6470,宇智,櫃,13.6,通信網路業,Electronic,Communications,3.27,通信網路
6472,保瑞,櫃,68.1,生技醫療業,Biotech,Biotech,4.16,生技醫療
6482,弘煜科,櫃,4.29,文化創意業,Others,Culture,1.71,文化創意
6485,點序,櫃,9.27,半導體業,Electronic,Semi,3.94,IC設計
6486,互動,櫃,25.2,通信網路業,Electronic,Communications,3.69,"軟體業,資訊服務"
6488,環球晶,櫃,1600,半導體業,Electronic,Semi,43.7,半導體
6492,生華科,櫃,207,生技醫療業,Biotech,Biotech,8.97,生技醫療
6494,九齊,櫃,10.4,半導體業,Electronic,Semi,3.16,IC設計
6496,科懋,櫃,13.4,生技醫療業,Biotech,Biotech,4.67,生技醫療
6499,益安,櫃,41.2,生技醫療業,Biotech,Biotech,6.65,生技醫療
6506,雙邦,櫃,13,化學工業,Traditional,Chemical,8.24,化工
6508,惠光,櫃,24.1,農業科技業,Traditional,Agri-Tech,8.48,農業科技業
6509,聚和,櫃,38.6,化學工業,Traditional,Chemical,17.3,化工
6510,精測,櫃,218,半導體業,Electronic,Semi,3.28,半導體
6512,啟發電,櫃,3.56,其他電子業,Electronic,Others,2.5,消費性電子產品
6514,芮特-KY,櫃,14.3,通信網路業,Electronic,Communications,3,通信網路
6516,勤崴國際,櫃,27.5,資訊服務業,Electronic,Service,3.86,軟體業
6523,達爾膚,櫃,25.7,生技醫療業,Biotech,Biotech,4.5,生技醫療
6527,明達醫,櫃,12.5,生技醫療業,Biotech,Biotech,2.43,生技醫療
6530,創威,櫃,6.02,通信網路業,Electronic,Communications,3.38,通信網路
6532,瑞耘,櫃,18.8,半導體業,Electronic,Semi,3.56,半導體
6535,順藥,櫃,44.3,生技醫療業,Biotech,Biotech,11.8,生技醫療
6538,倉和,櫃,87.2,電子零組件業,Electronic,Components,3.73,電子零組件
6542,隆中,櫃,21.1,文化創意業,Others,Culture,4.2,文化創意
6547,高端疫苗,櫃,177,生技醫療業,Biotech,Biotech,21.1,生技醫療
6548,長科*,櫃,133,半導體業,Electronic,Semi,36.4,導線架
6556,勝品,櫃,12.8,光電業,Electronic,Opto,2.88,消費性電子產品
6560,欣普羅,櫃,9.59,光電業,Electronic,Opto,1.75,"消費性電子產品,監視器"
6561,是方,櫃,241,通信網路業,Electronic,Communications,7.02,通信網路
6568,宏觀,櫃,34,半導體業,Electronic,Semi,2.55,IC設計
6569,醫揚,櫃,36.7,生技醫療業,Biotech,Biotech,2.75,生技醫療
6570,維田,櫃,9.52,電腦及週邊設備業,Electronic,Computers,3.01,電腦及週邊設備
6574,霈方,櫃,12.1,生技醫療業,Biotech,Biotech,2.2,生技醫療
6576,逸達,櫃,93,生技醫療業,Biotech,Biotech,10.2,生技醫療
6577,勁豐,櫃,26.5,電腦及週邊設備業,Electronic,Computers,3.83,監視器
6578,達邦蛋白,櫃,5.63,農業科技業,Traditional,Agri-Tech,2.94,農業科技業
6588,東典光電,櫃,20.4,通信網路業,Electronic,Communications,2.67,電子工業
6589,台康生技,櫃,120,生技醫療業,Biotech,Biotech,20.5,生技醫療
6590,普鴻,櫃,9.02,資訊服務業,Electronic,Service,1.83,"軟體業,資訊服務"
6593,台灣銘板,櫃,5.1,資訊服務業,Electronic,Service,2.02,資訊服務
6594,展匯科,櫃,5.59,半導體業,Electronic,Semi,2.06,IC設計
6596,寬宏藝術,櫃,13.5,文化創意業,Others,Culture,3,文化創意
6603,富強鑫,櫃,14.1,電機機械,Traditional,Machinery,14.9,電機機械
6609,瀧澤科,櫃,17,電機機械,Traditional,Machinery,7.25,電機機械
6612,奈米醫材,櫃,21,生技醫療業,Biotech,Biotech,3.37,生技醫療
6613,朋億,櫃,46.5,其他電子業,Electronic,Others,3.39,其他電子
6615,慧智,櫃,12.3,生技醫療業,Biotech,Biotech,2.12,生技醫療
6616,特昇-KY,櫃,6.97,其他業,Others,Others,2.36,其他
6624,萬年清,櫃,6.76,其他業,Others,Others,1.8,其他
6629,泰金-KY,櫃,19.2,其他業,Others,Others,3.35,其他
6640,均華,櫃,12.4,半導體業,Electronic,Semi,2.83,半導體
6642,富致,櫃,11.2,電子零組件業,Electronic,Components,3.14,被動元件
6643,M31,櫃,93.2,半導體業,Electronic,Semi,3.13,IC設計
6649,台生材,櫃,10.4,生技醫療業,Biotech,Biotech,3.3,生技醫療
6651,全宇昕,櫃,28.4,半導體業,Electronic,Semi,3.26,電子工業
6654,天正國際,櫃,17.3,其他電子業,Electronic,Others,3.33,其他電子
6661,威健生技,櫃,6.3,生技醫療業,Biotech,Biotech,2.33,化學生技醫療
6662,樂斯科,櫃,8.84,生技醫療業,Biotech,Biotech,2.56,生技醫療
6664,群翊,櫃,31.4,電子零組件業,Electronic,Components,5.5,電子零組件
6667,信紘科,櫃,20.4,其他電子業,Electronic,Others,3.53,其他電子
6679,鈺太,櫃,90,半導體業,Electronic,Semi,4.13,IC設計
6680,鑫創電子,櫃,11.1,電腦及週邊設備業,Electronic,Computers,1.86,電腦及週邊設備
6683,雍智科技,櫃,69.9,半導體業,Electronic,Semi,2.71,半導體
6690,安碁資訊,櫃,26.1,資訊服務業,Electronic,Service,1.67,軟體業
6697,東捷資訊,櫃,9.84,資訊服務業,Electronic,Service,2.73,軟體業
6703,軒郁,櫃,22.5,生技醫療業,Biotech,Biotech,2.08,化學生技醫療
6712,長聖,櫃,151,生技醫療業,Biotech,Biotech,6.16,化學生技醫療
6716,應廣,櫃,14.6,半導體業,Electronic,Semi,2.22,IC設計
6727,亞泰金屬,櫃,10.3,電子零組件業,Electronic,Components,2.1,電子工業
6728,上洋,櫃,13.2,貿易百貨業,Others,Department,2.3,貿易百貨
6732,昇佳電子,櫃,374,半導體業,Electronic,Semi,4.89,IC設計
6733,博晟生醫,櫃,28.9,生技醫療業,Biotech,Biotech,10.2,化學生技醫療
6741,91APP*-KY,櫃,367,電子商務,Electronic,E-Commerce,12.1,電子商務
6747,亨泰光,櫃,45.8,生技醫療業,Biotech,Biotech,2.42,化學生技醫療
6751,智聯服務,櫃,9.26,資訊服務業,Electronic,Service,1.3,電子工業
6752,叡揚,櫃,15.8,資訊服務業,Electronic,Service,2.67,電子工業
6762,達亞,櫃,55.3,生技醫療業,Biotech,Biotech,2.07,化學生技醫療
6767,台微醫,櫃,10.4,生技醫療業,Biotech,Biotech,2.91,化學生技醫療
6803,崑鼎,櫃,142,其他業,Others,Others,6.71,其他
7402,邑錡,櫃,6.69,光電業,Electronic,Opto,2.37,消費性電子產品
7556,意德士,櫃,28.7,半導體業,Electronic,Semi,2.14,電子工業
8024,佑華,櫃,4.16,半導體業,Electronic,Semi,4.52,IC設計
8027,鈦昇,櫃,57.5,電機機械,Traditional,Machinery,8.15,電機機械
8032,光菱,櫃,11,電子通路業,Electronic,Distribution,5.18,電子通路
8034,榮群,櫃,10.8,通信網路業,Electronic,Communications,6.29,"LED發光二極體,電信設備"
8038,長園科,櫃,16.9,電子零組件業,Electronic,Components,5.98,電子零組件
8040,九暘,櫃,9.78,半導體業,Electronic,Semi,6.72,IC設計
8042,金山電,櫃,41.9,電子零組件業,Electronic,Components,12.6,被動元件
8043,蜜望實,櫃,18.4,電子零組件業,Electronic,Components,7.99,被動元件
8044,網家,櫃,118,電子商務,Electronic,E-Commerce,11.7,電子商務
8047,星雲,櫃,4.4,其他電子業,Electronic,Others,4.17,其他電子
8048,德勝,櫃,14.3,通信網路業,Electronic,Communications,5.29,通信網路
