Time,Stock_ID,Volume,Open,High,Low,Close,Foreign_Net_Volume,Domestic_Net_Volume,Net_Margin
2016-01-04,3202,91.0,5.85,5.99,5.85,5.98,4.0,0.0,-49.0
2016-01-05,3202,376.0,5.88,6.08,5.88,5.98,41.0,0.0,-282.0
2016-01-06,3202,136.0,5.98,5.98,5.84,5.9,-3.0,0.0,-63.0
2016-01-07,3202,511.0,5.89,5.94,5.67,5.74,-34.0,0.0,12.0
2016-01-08,3202,721.0,5.52,5.72,5.45,5.72,20.0,0.0,-195.0
2016-01-11,3202,308.0,5.72,5.89,5.65,5.74,-1.0,0.0,26.0
2016-01-12,3202,143.0,5.75,5.82,5.55,5.69,-16.0,0.0,43.0
2016-01-13,3202,181.0,5.69,5.79,5.5,5.64,0.0,0.0,19.0
2016-01-14,3202,161.0,5.54,5.55,5.49,5.55,0.0,0.0,-29.0
2016-01-15,3202,232.0,5.62,5.66,5.31,5.55,0.0,0.0,-50.0
2016-01-18,3202,176.0,5.55,5.59,5.47,5.58,8.0,0.0,-78.0
2016-01-19,3202,111.0,5.51,5.61,5.5,5.58,-6.0,0.0,-54.0
2016-01-20,3202,384.0,5.57,5.7,5.5,5.52,-3.0,0.0,8.0
2016-01-21,3202,88.0,5.6,5.6,5.52,5.55,-8.0,0.0,-49.0
2016-01-22,3202,144.0,5.55,5.61,5.5,5.56,-2.0,0.0,0.0
2016-01-25,3202,189.0,5.8,5.8,5.57,5.69,1.0,0.0,-47.0
2016-01-26,3202,391.0,5.62,5.96,5.62,5.96,7.0,0.0,65.0
2016-01-27,3202,3096.0,6.05,6.55,6.05,6.55,633.0,0.0,834.0
2016-01-28,3202,3750.0,6.75,7.15,6.75,6.85,-171.0,0.0,375.0
2016-01-29,3202,1082.0,6.79,6.93,6.63,6.67,-198.0,0.0,129.0
2016-01-30,3202,2015.0,6.7,7.28,6.67,7.0,0.0,0.0,18.0
2016-02-01,3202,1695.0,7.3,7.3,6.88,6.9,-91.0,0.0,-511.0
2016-02-02,3202,723.0,6.91,7.09,6.89,7.02,3.0,0.0,-311.0
2016-02-03,3202,881.0,7.08,7.2,7.01,7.14,-17.0,0.0,-92.0
2016-02-15,3202,1081.0,7.13,7.28,7.1,7.19,-23.0,0.0,-140.0
2016-02-16,3202,1739.0,7.24,7.39,7.2,7.35,0.0,0.0,111.0
2016-02-17,3202,1129.0,7.4,7.4,7.34,7.38,-4.0,0.0,-117.0
2016-02-18,3202,1448.0,7.45,7.73,7.45,7.67,1.0,0.0,376.0
2016-02-19,3202,2446.0,7.8,8.36,7.71,8.36,-38.0,0.0,463.0
2016-02-22,3202,4266.0,8.78,9.19,8.78,9.19,129.0,0.0,421.0
2016-02-23,3202,4089.0,9.9,9.9,9.2,9.22,-47.0,0.0,295.0
2016-02-24,3202,1624.0,9.17,9.21,8.81,9.1,-95.0,0.0,102.0
2016-02-25,3202,891.0,9.1,9.22,9.02,9.13,-5.0,0.0,72.0
2016-02-26,3202,905.0,9.19,9.38,9.15,9.2,-40.0,0.0,76.0
2016-03-01,3202,1097.0,9.35,9.69,9.35,9.65,2.0,0.0,-159.0
2016-03-02,3202,2039.0,10.2,10.3,9.72,9.9,-44.0,0.0,638.0
2016-03-03,3202,1668.0,10.0,10.1,9.92,9.97,29.0,0.0,7.0
2016-03-04,3202,863.0,10.0,10.1,9.92,10.0,-5.0,0.0,173.0
2016-03-07,3202,2793.0,10.0,10.5,10.0,10.45,34.0,0.0,546.0
2016-03-08,3202,1982.0,10.35,10.6,10.2,10.55,37.0,0.0,557.0
2016-03-09,3202,2675.0,10.55,10.8,10.45,10.55,-43.0,0.0,-158.0
2016-03-10,3202,3146.0,10.5,10.7,10.25,10.45,-52.0,0.0,567.0
2016-03-11,3202,1699.0,10.45,10.55,10.1,10.15,49.0,0.0,397.0
2016-03-14,3202,1093.0,10.05,10.35,10.05,10.15,141.0,0.0,5.0
2016-03-15,3202,1067.0,10.15,10.35,10.05,10.1,-39.0,0.0,-285.0
2016-03-16,3202,758.0,10.1,10.35,10.1,10.25,109.0,0.0,-79.0
2016-03-17,3202,1239.0,10.25,10.45,10.25,10.4,65.0,0.0,169.0
2016-03-18,3202,800.0,10.55,10.55,10.25,10.3,78.0,0.0,-60.0
2016-03-21,3202,899.0,10.3,10.5,10.25,10.3,87.0,0.0,-192.0
2016-03-22,3202,2197.0,10.35,10.45,10.05,10.05,33.0,0.0,-1693.0
2016-03-23,3202,1328.0,10.2,10.25,10.1,10.15,99.0,0.0,-282.0
2016-03-24,3202,812.0,10.15,10.35,10.0,10.3,76.0,0.0,-22.0
2016-03-25,3202,408.0,10.3,10.4,10.25,10.3,9.0,0.0,14.0
2016-03-28,3202,346.0,10.35,10.35,10.2,10.25,-10.0,0.0,20.0
2016-03-29,3202,1083.0,10.25,10.25,9.71,10.05,-55.0,0.0,121.0
2016-03-30,3202,355.0,10.05,10.15,10.0,10.0,-5.0,0.0,55.0
2016-03-31,3202,403.0,9.95,10.0,9.9,9.95,-8.0,0.0,49.0
2016-04-01,3202,942.0,9.95,9.95,9.51,9.51,21.0,0.0,10.0
2016-04-06,3202,1077.0,9.57,10.2,9.57,10.05,240.0,0.0,198.0
2016-04-07,3202,2096.0,10.2,10.75,10.15,10.4,-23.0,0.0,390.0
2016-04-08,3202,719.0,10.35,10.65,10.35,10.45,-19.0,0.0,-56.0
2016-04-11,3202,1356.0,10.45,10.6,10.45,10.6,32.0,0.0,94.0
2016-04-12,3202,1503.0,10.65,10.8,10.55,10.7,13.0,0.0,-169.0
2016-04-13,3202,1147.0,10.7,10.9,10.65,10.65,63.0,0.0,-97.0
